State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households
TAMIL NADU,6,KANCHIPURAM,4541.10,2209.82,1286.29,1044.99,2372.65,1365.54,818.40,4556.59,2350.25,1209.58,711.45,4271.28,147350,240767,388117,58,1955,1497,10,0,154480,156846,311326,51,1771,1495,8,7,3158.63,3277.53,100.00,462.56,401.86,86.88,87.70,122.50,100.00,116.00,101.80,87.76,147350,240767,388117,154480,12774,0,141706,0,8.27,156846,0,0,0,0,0,0,311326,354476
TAMIL NADU,7,KANYAKUMARI(NAGERCOIL),2124.05,938.81,591.65,593.59,922.02,567.98,379.43,1869.43,885.32,455.25,377.00,1717.57,76233,10568,86801,43,557,367,5,0,84822,7225,92047,21,429,384,2,0,1359.62,1361.99,100.00,131.66,89.82,68.22,18.66,19.52,100.00,86.00,18.62,21.65,76233,10568,86801,84822,3016,924,80882,0,4.65,7225,0,0,0,0,0,0,92047,86390
TAMIL NADU,8,KARUR,2101.46,1343.58,463.80,294.08,1340.35,515.63,309.61,2165.58,1232.65,463.82,309.61,2006.07,105280,72598,177878,108,932,418,10,0,105280,54519,159799,98,698,437,10,6,1222.07,1335.68,100.00,239.06,150.15,62.81,40.88,44.12,100.00,216.00,224.98,100.00,105280,72598,177878,105280,32113,0,73167,0,30.50,54519,0,0,0,0,0,0,159799,168830
TAMIL NADU,9,KRISHNAGIRI,6151.00,4049.14,1485.02,616.84,3877.14,1483.55,422.01,5782.70,3030.85,815.19,394.42,4240.45,204772,85863,290635,40,2774,924,6,0,155995,71306,227301,337,2559,878,6,0,4398.08,3009.89,68.44,659.66,651.59,98.78,87.08,100.94,100.00,80.00,44.10,55.12,204772,85863,290635,155995,21550,3460,130985,0,16.03,71306,50,16,2166,0,0,0,227301,344807
TAMIL NADU,10,MADURAI,4273.73,2793.22,1031.56,448.95,2830.14,1231.24,518.97,4580.35,2288.10,1056.75,500.38,3845.24,153151,224536,377687,0,1845,881,10,0,129654,111326,240980,444,1673,872,7,0,3210.21,3007.16,93.67,487.06,455.80,93.58,46.33,72.05,100.00,0.00,0.00,0.00,153151,224536,377687,129654,26829,0,102825,0,20.69,111326,0,0,0,0,0,0,240980,319126
TAMIL NADU,11,NAGAPATTINAM,3738.82,2489.81,914.38,334.63,2555.84,790.02,243.89,3589.75,1855.51,719.90,214.00,2789.41,131000,140933,271933,50,1934,646,10,0,109654,86681,196335,1,1934,646,6,6,2407.44,2311.40,96.01,524.50,260.12,49.59,27.75,35.94,100.00,100.00,1.68,1.68,131000,140933,271933,109654,54160,38,55409,47,49.43,86681,411,0,146,128,22,34,196335,323340
TAMIL NADU,12,NAMAKKAL,2357.00,1516.25,529.35,311.40,1604.20,804.45,302.25,2710.89,1401.32,608.56,302.25,2312.12,117538,113278,230816,50,1027,673,4,0,117538,72985,190523,50,1027,673,4,0,1602.83,1855.63,100.00,223.40,187.32,83.85,35.52,30.70,86.43,100.00,109.10,100.00,117538,113278,230816,117538,31482,7492,78564,0,33.16,72985,45,35,510,352,0,4,190523,284156
TAMIL NADU,13,NILGIRIS(UDHAGAMANDALAM),1423.43,875.08,356.00,192.35,554.64,321.31,88.82,964.77,504.97,244.93,88.82,838.72,43000,51545,94545,75,839,271,4,0,34755,22403,57158,59,839,271,1,0,860.59,525.31,61.04,172.90,160.52,92.84,14.94,14.00,93.71,156.26,67.34,43.09,43000,51545,94545,34755,4888,1014,28853,390,16.98,22403,68,0,0,0,0,0,57158,84366
TAMIL NADU,14,PERAMBALUR,3340.23,2146.04,761.29,432.90,2170.94,916.91,432.90,3520.75,2005.16,883.05,429.34,3317.54,181496,94081,275577,49,1256,1185,10,0,181496,50926,232422,59,1247,932,11,4,2321.40,2628.99,100.00,277.82,272.80,98.19,100.86,90.42,89.65,66.80,68.50,100.00,181496,94081,275577,181496,60273,3951,117172,1046,35.39,50926,301,8,191,103,35,57,232422,124419
TAMIL NADU,15,PUDUKKOTTAI,4012.67,2638.50,956.52,417.65,2674.78,1131.52,452.34,4258.64,2366.35,875.78,451.28,3693.42,176710,77100,253810,50,3826,1306,10,0,198097,77100,275197,50,3548,1306,0,10,2187.41,2360.48,100.00,1064.90,837.33,78.63,66.49,72.82,100.00,100.00,100.00,100,176710,77100,253810,198097,43686,0,130329,845,22.05,77100,0,0,0,0,0,0,275197,312868
TAMIL NADU,16,RAMANATHAPURAM,2262.60,1183.45,595.69,483.46,1337.93,606.44,626.85,2571.22,1048.90,527.36,535.45,2111.71,105000,109870,214870,52,1460,821,10,0,156708,58018,214726,6,1460,821,5,0,1077.95,1405.92,100.00,320.36,296.89,92.67,43.19,55.70,100.00,104.00,12.00,11.54,105000,109870,214870,156708,51006,0,103052,2650,32.55,58018,2,0,10,2,0,0,214726,232147
TAMIL NADU,17,SALEM,5827.49,3808.23,1419.66,599.60,3732.27,1270.18,797.83,5800.28,3127.82,1214.46,797.81,5140.09,232463,233736,466199,128,2108,1253,10,0,200055,132152,332207,32,2108,1191,4,1,4315.60,4337.18,100.00,466.00,485.79,100.00,72.62,71.81,98.88,263.50,69.50,26.38,232463,233736,466199,200055,48722,8458,142875,0,28.58,132152,0,0,0,0,0,0,332207,454964
TAMIL NADU,18,SIVAGANGA,3170.89,1964.33,739.38,467.18,2045.01,731.90,376.06,3152.97,1450.74,614.17,372.33,2437.24,125730,130058,255788,10,851,601,6,0,118987,52329,171316,12,851,601,9,0,2237.07,1889.27,84.45,170.20,134.60,79.08,30.06,37.84,100.00,20.00,27.80,100.00,125730,130058,255788,118987,18421,0,100560,0,15.48,52329,0,0,0,0,0,0,171316,236937
TAMIL NADU,19,THANJAVUR,7560.24,4017.84,2152.97,1389.43,3486.71,1799.33,804.00,6090.04,3143.99,1544.70,797.57,5486.26,177761,196183,373944,25,4540,1022,10,0,136697,114883,251580,25,2565,1022,2,0,4943.71,4042.75,81.78,1417.70,1196.86,84.42,57.88,58.23,100.00,35.00,32.00,91.43,177761,196183,373944,136697,10580,550,125567,1,8.14,114883,188,0,2686,20,104,384,251580,391191
TAMIL NADU,20,THENI,2213.13,1095.61,610.21,507.31,1078.51,663.56,364.40,2106.47,939.29,526.74,364.40,1830.42,73362,71577,144939,35,440,552,7,0,71599,56590,128189,34,396,569,5,0,1555.07,1451.51,93.34,100.76,92.35,91.65,29.87,31.21,100.00,70.00,70.00,100,73362,71577,144939,71599,13535,384,57680,72,19.44,56590,0,0,0,0,0,0,128189,158207
TAMIL NADU,21,THOOTHUKUDI,2592.94,1207.55,730.98,654.41,1369.29,728.60,501.56,2599.45,921.29,587.94,501.56,2010.79,91637,253636,345273,54,260,718,4,0,87165,119850,207015,5,287,714,15,2,1943.46,1713.23,88.15,55.16,63.64,100.00,38.04,37.73,99.19,106.26,8.56,8.06,91637,253636,345273,87165,27130,20,60015,774,31.15,119850,0,0,0,0,0,0,207015,239037
TAMIL NADU,22,TIRUCHIRAPPALLI,2020.75,939.24,552.86,528.65,1141.19,543.87,468.11,2153.17,900.71,540.13,416.76,1857.60,77747,166886,244633,5,929,1027,10,0,77747,124832,202579,5,774,869,10,0,1234.54,1234.54,100,225.26,192.42,85.42,58.26,49.42,84.83,10.00,11.00,100.00,77747,166886,244633,77747,20980,1252,55513,2,28.60,124832,0,0,0,0,0,0,202579,358811
TAMIL NADU,23,TIRUNELVELI,2623.83,1716.56,571.03,336.24,1832.84,693.97,338.32,2865.14,1666.96,673.28,338.03,2678.27,125763,155744,281507,19,557,907,10,0,139323,106744,246067,19,557,907,10,5,1762.70,2130.20,100.00,115.16,115.15,99.99,48.13,48.06,99.85,38.00,36.98,97.32,125763,155744,281507,139323,52715,71,86537,234,37.89,106744,0,0,0,0,0,0,246067,422597
TAMIL NADU,24,TIRUVALLUR,6505.18,4249.62,1572.40,683.16,3684.38,1186.62,132.66,5003.66,2144.38,1108.63,131.50,3384.51,194625,58084,252709,35,1418,1312,10,0,155838,80448,236286,35,1418,1312,8,0,4858.27,2660.53,54.76,283.90,284.90,100.00,70.67,70.66,99.99,71.00,69.80,98.31,194625,58084,252709,155838,56069,6769,93000,401,40.32,80448,2719,481,0,0,0,0,236286,325798
TAMIL NADU,25,TIRUVANNAMALAI,5575.39,2703.40,1572.91,1299.08,2977.03,1516.12,562.40,5055.54,2295.91,1374.85,555.44,4226.20,209116,356665,565781,70,3635,1263,10,0,209116,289934,499050,43,3598,1263,4,0,3718.47,2993.64,80.51,865.90,841.44,97.18,63.16,67.34,100.00,152.50,85.24,55.90,209116,356665,565781,209116,70499,16616,122001,0,41.66,289934,156,22,193,1032,5,8,499050,477106
TAMIL NADU,26,TIRUVARUR,2038.24,1333.31,476.90,228.03,1466.40,450.38,148.88,2065.66,1074.54,392.81,128.01,1595.36,80920,53866,134786,50,1698,519,5,0,87918,22049,109967,8,1466,519,1,1,1011.72,1084.17,100.00,440.56,358.50,81.37,25.96,26.00,100.00,100.00,12.00,12.00,80920,53866,134786,87918,19703,0,59553,0,22.41,22049,0,0,0,0,0,0,109967,262679
TAMIL NADU,27,VELLORE,4395.49,2813.71,1104.31,477.47,3046.79,957.66,437.73,4442.18,2134.85,850.37,440.16,3425.38,207635,283872,491507,26,3451,1667,10,0,200448,257974,458422,26,3167,1902,10,0,2805.46,2288.66,81.58,764.60,665.20,87.00,90.17,109.87,100.00,26.00,26.00,100,207635,283872,491507,200448,87092,2776,110580,18,44.83,257974,105769,0,0,0,0,0,458422,537022
TAMIL NADU,28,VILLUPURAM,9153.83,6053.89,2228.50,871.44,6097.43,2234.70,350.65,8682.78,6269.01,2190.57,311.67,8771.25,326185,211877,538062,60,3021,2185,10,0,265855,89384,355239,51,3021,2185,12,10,7060.50,6472.18,91.67,720.46,627.61,87.11,109.80,141.76,100.00,132.52,108.95,82.21,326185,211877,538062,265855,47548,4517,213690,0,19.58,89384,0,0,143,215,30,55,355239,683022
TAMIL NADU,29,VIRUDHUNAGAR,4422.62,2837.17,1088.65,496.80,2827.36,1003.43,219.69,4050.48,1619.42,654.13,218.60,2492.15,174967,93202,268169,184,2031,816,10,0,155115,126105,281220,165,1727,816,10,0,2854.22,1429.72,50.09,561.30,456.02,81.24,47.21,47.20,99.98,334.00,280.96,84.12,174967,93202,268169,155115,38895,0,115931,0,25.07,126105,0,0,0,0,0,0,281220,266882
TRIPURA,1,DHALAI,1443.04,956.68,317.46,168.90,1058.51,321.59,146.26,1526.36,957.23,301.59,149.26,1408.08,53507,28305,81812,95,648,944,5,0,53507,27905,81412,110,1104,1261,84,6,710.80,699.69,98.44,127.87,212.73,100.00,90.60,156.05,100.00,82.45,138.79,100.00,53507,28305,81812,53507,8876,30774,13857,0,74.10,27905,0,0,0,0,0,0,81412,73160
TRIPURA,2,NORTH TRIPURA,1902.50,1190.38,514.00,198.12,1243.49,396.14,101.85,1741.48,1083.05,396.14,98.31,1577.49,78389,33744,112133,80,1150,1161,10,0,75999,31008,107007,76,1132,1136,48,44,1005.45,989.54,98.42,299.29,299.01,99.91,84.12,83.64,99.43,67.58,57.05,84.42,78389,33744,112133,75999,17882,27278,25059,0,59.42,31008,0,0,0,0,0,0,107007,122693
TRIPURA,3,SOUTH TRIPURA,3314.95,1892.40,811.32,611.23,2077.68,725.08,554.98,3357.74,1627.62,717.70,554.98,2900.30,139456,55849,195305,38,1352,1858,10,0,139456,55849,195305,50,1352,2198,11,323,2019.18,1900.09,94.10,369.19,362.72,98.25,93.91,178.07,100.00,12.00,123.50,100.00,139456,55849,195305,139456,25863,55247,58346,0,58.16,55849,0,0,0,0,0,0,195305,173665
TRIPURA,4,WEST TRIPURA,3178.03,2080.78,757.72,339.53,2346.35,756.42,248.50,3351.27,1896.70,739.78,244.80,2881.28,183405,51119,234524,13,3683,2061,10,0,185569,44560,230129,39,3047,2440,0,59,1550.32,1570.97,100.00,971.73,838.95,86.34,103.06,108.13,100.00,2.60,2.60,100,183405,51119,234524,185569,35351,66230,83968,20,54.74,44560,0,0,0,0,0,0,230129,238261
UTTAR PRADESH,1,AGRA,3015.28,2034.58,776.78,203.92,2022.27,750.50,145.60,2918.37,1573.55,750.30,135.12,2458.97,54188,278943,333131,5,5274,2856,3,0,54789,241349,296138,5,4439,1774,7,3,717.79,1536.20,100.00,1352.12,647.03,47.85,185.01,96.62,52.22,10.00,8.00,80.0,54188,278943,333131,54789,19617,0,35081,81,35.80,241349,625,0,0,0,0,0,296138,367102
UTTAR PRADESH,2,ALIGARH,3363.52,2259.60,806.56,297.36,2343.93,1089.36,272.03,3705.32,1695.81,974.84,244.08,2914.73,73937,208775,282712,0,4007,1458,10,0,68412,170354,238766,0,3390,1458,3,1,1512.74,1967.44,100.00,740.96,579.76,78.24,93.14,136.55,100.00,0.00,0.00,0.00,73937,208775,282712,68412,19122,0,49254,108,27.95,170354,939,0,1772,858,92,474,238766,406432
UTTAR PRADESH,3,ALLAHABAD,4879.30,3058.85,1210.41,610.04,3614.21,3813.17,1252.25,8679.63,3316.76,2494.33,766.07,6577.17,181370,493671,675041,20,5829,2547,10,0,198183,277279,475462,35,6032,2547,9,0,2086.02,4947.89,100.00,1303.76,1003.22,76.95,136.36,139.93,100.00,40.00,94.14,100.00,181370,493671,675041,198183,72949,20,125214,534,36.82,277279,1317,0,2993,1173,185,416,475462,696236
UTTAR PRADESH,4,AMBEDKAR NAGAR,4474.96,2875.47,1079.27,520.22,2838.32,2021.06,492.83,5352.21,2455.12,2021.06,451.34,4927.52,132725,138141,270866,18,2146,1350,3,1,132725,135470,268195,18,1710,1350,2,0,2573.36,3908.74,100.00,566.80,414.18,73.07,67.50,67.50,100,36.00,39.60,100.00,132725,138141,270866,132725,50952,0,81633,140,38.39,135470,0,0,0,0,0,0,268195,321866
UTTAR PRADESH,5,AURAIYA,4530.79,2948.87,1105.63,476.29,2812.37,1690.78,612.74,5115.89,1755.83,1221.90,599.20,3576.93,127279,133364,260643,50,1277,817,2,1,99730,113043,212773,50,2240,817,1,1,3142.10,2891.92,92.04,523.40,320.20,61.18,40.86,40.85,99.98,100.00,100.00,100,127279,133364,260643,99730,55035,0,44535,0,55.18,113043,335,0,254,63,25,23,212773,207674
UTTAR PRADESH,6,AZAMGARH,5895.58,3811.05,1469.79,614.74,4022.45,1926.92,355.97,6305.34,3188.24,1568.18,352.20,5108.62,188141,466925,655066,87,4888,4104,10,0,163863,251327,415190,87,4888,2744,6,0,3843.46,3190.39,83.01,829.66,1072.37,100.00,314.93,224.25,71.21,108.65,113.39,100.00,188141,466925,655066,163863,37516,0,85406,84,22.89,251327,4083,0,5206,870,222,663,415190,608684
UTTAR PRADESH,7,BAGPAT,1349.48,899.60,323.85,126.03,915.99,534.01,100.35,1550.35,770.64,502.90,90.81,1364.36,31467,77930,109397,12,1166,954,1,1,26774,73550,100324,42,1196,1034,1,0,678.95,851.30,100.00,181.90,193.80,100.00,60.46,136.51,100.00,24.00,24.00,100,31467,77930,109397,26774,18076,0,8248,0,67.51,73550,325,0,0,0,0,0,100324,162811
UTTAR PRADESH,8,BAHRAICH,9891.70,6418.32,2449.55,1023.83,6041.17,2795.91,727.00,9564.08,4564.46,2712.93,676.15,7953.54,284073,174857,458930,10,6100,1802,10,0,227057,170024,397081,10,5101,1802,1,0,6757.32,6310.09,93.38,1274.76,1231.71,96.62,98.02,90.14,91.96,20.00,20.00,100,284073,174857,458930,227057,77779,5960,142816,502,36.88,170024,2705,0,683,317,5,79,397081,549894
UTTAR PRADESH,9,BALLIA,4737.11,2989.07,1139.70,608.34,2643.95,5520.93,909.68,9074.56,2321.29,2213.14,537.50,5071.93,172179,136937,309116,115,4636,1888,10,0,169523,134491,304014,120,4636,1888,4,4,2744.04,3656.38,100.00,918.83,939.87,100.00,94.40,111.94,100.00,109.72,125.90,100.00,172179,136937,309116,169523,34982,0,130618,279,20.64,134491,1870,312,4759,3098,201,1120,304014,437289
UTTAR PRADESH,10,BALRAMPUR,2443.75,1600.46,603.40,239.89,1683.85,1305.36,194.51,3183.72,1949.17,1279.96,185.88,3415.02,65273,138410,203683,18,2948,1215,3,0,65684,86863,152547,18,2948,1215,3,1,1307.16,2699.96,100.00,521.60,428.24,82.10,60.76,60.76,100,36.00,37.80,100.00,65273,138410,203683,65684,12379,1361,51533,0,20.92,86863,1587,0,0,0,0,0,152547,296167
UTTAR PRADESH,11,BANDA,5073.28,3381.73,1223.38,468.17,3158.35,2398.41,473.31,6030.07,2300.97,1884.08,466.12,4651.17,120620,78999,199619,10,4149,948,3,0,111943,62701,174644,10,3748,948,3,0,2784.76,3968.48,100.00,769.23,509.89,66.29,61.59,47.40,76.96,20.00,20.00,100,120620,78999,199619,111943,37876,0,73257,810,33.84,62701,12585,0,0,0,0,0,174644,273445
UTTAR PRADESH,12,BARABANKI,5582.06,3549.47,1376.28,656.31,3655.03,3184.24,737.63,7576.90,3350.62,3115.29,610.35,7076.26,199542,377972,577514,26,5100,1798,10,0,206102,303001,509103,26,5100,1798,3,0,3608.30,5489.24,100.00,982.50,918.44,93.48,96.60,119.91,100.00,16.36,64.73,100.00,199542,377972,577514,206102,79487,0,122966,0,38.57,303001,1806,0,0,0,0,0,509103,514291
UTTAR PRADESH,13,BAREILLY,3776.07,2478.06,921.05,376.96,2870.27,1801.56,1052.65,5724.48,2554.27,1571.96,837.92,4964.16,110000,227284,337284,15,4142,1798,5,0,110000,209274,319274,15,4142,1619,5,1,2301.45,3840.30,100.00,685.48,685.50,100.00,97.80,101.27,100.00,30.00,30.00,100,110000,227284,337284,110000,33000,0,77000,0,30.00,209274,1208,0,2194,1167,513,707,319274,475575
UTTAR PRADESH,14,BASTI,5338.11,3361.67,1352.71,623.73,3370.27,1325.24,358.92,5054.43,2589.07,1177.89,358.88,4125.84,160480,120653,281133,40,3695,2223,10,0,130235,89201,219436,37,3695,2036,1,0,3539.24,3225.20,91.13,620.87,426.51,68.70,116.77,108.80,93.17,80.00,76.60,95.75,160480,120653,281133,130235,52099,8,50763,710,40.01,89201,3190,0,6060,0,2,5,219436,358566
UTTAR PRADESH,15,BIJNOR,3785.67,2472.81,935.15,377.71,2210.29,1775.69,376.12,4362.09,2279.87,909.29,359.58,3548.74,110403,222569,332972,75,5271,1399,10,0,110403,187491,297894,75,4294,1399,7,0,1346.09,1967.36,100.00,1163.66,870.60,74.82,69.96,69.97,100.00,52.91,56.76,100.00,110403,222569,332972,110403,50962,734,58368,339,46.82,187491,2097,0,1946,2830,9,13,297894,476873
UTTAR PRADESH,16,BUDAUN,2932.13,1794.77,754.59,382.77,2146.69,2301.62,469.40,4917.70,1896.59,1616.90,435.24,3948.73,107603,204479,312082,155,4680,1615,0,0,107603,124874,232477,155,4680,1615,3,1,1446.27,3003.37,100.00,732.12,553.20,75.56,80.76,65.98,81.70,106.56,95.90,90.00,107603,204479,312082,107603,31313,0,76290,0,29.10,124874,1577,0,2330,386,54,213,232477,501193
UTTAR PRADESH,17,BULANDSHAHR,2055.59,1383.67,537.29,134.63,1565.19,733.96,159.18,2458.33,1212.48,733.94,126.87,2073.29,28885,283408,312293,8,4868,2041,8,0,31996,223416,255412,8,4308,2041,1,0,314.57,1110.48,100.00,1007.28,691.94,68.69,103.89,80.70,77.68,11.55,11.55,100,28885,283408,312293,31996,11765,0,20231,5464,36.77,223416,5260,0,2850,2412,8,207,255412,438742
UTTAR PRADESH,18,CHANDAULI,2007.56,1290.49,453.31,263.76,1519.41,1083.37,858.23,3461.01,1194.78,918.96,328.68,2442.42,92022,108852,200874,25,2287,1102,10,0,96318,86107,182425,25,2287,1102,10,0,1086.36,1681.53,100.00,350.23,352.69,100.00,55.10,56.26,100.00,50.00,50.00,100,92022,108852,200874,96318,27728,0,64272,0,28.79,86107,0,0,0,0,0,0,182425,256548
UTTAR PRADESH,19,CHITRAKOOT,1135.11,722.64,279.92,132.55,774.24,1101.06,94.99,1970.29,682.97,665.77,85.88,1434.62,38082,102505,140587,0,1920,479,5,0,42652,63535,106187,0,1920,479,1,0,511.33,936.58,100.00,303.50,373.15,100.00,26.38,19.90,75.44,0.00,0.00,0.00,38082,102505,140587,42652,11324,0,31328,0,26.55,63535,1949,0,227,106,39,26,106187,150784
UTTAR PRADESH,20,DEORIA,6481.13,4280.70,1550.34,650.09,4131.48,2203.52,1199.15,7534.15,3359.56,2039.49,956.55,6355.60,181225,198893,380118,39,4696,1461,10,0,172532,172067,344599,31,4696,1461,2,0,3683.89,5191.66,100.00,815.23,809.07,99.24,86.42,96.11,100.00,78.00,63.80,81.79,181225,198893,380118,172532,57392,0,114870,257,33.26,172067,6577,0,2506,776,192,268,344599,426692
UTTAR PRADESH,21,ETAH,2196.39,1442.27,511.24,242.88,1494.34,919.55,1428.60,3842.49,1369.26,919.54,455.30,2744.10,62001,143740,205741,30,3455,1347,7,1,69140,111863,181003,30,5220,1796,2,0,869.98,1870.89,100.00,671.27,563.90,84.00,67.34,89.80,100.00,60.00,60.00,100,62001,143740,205741,69140,13734,0,55348,57,19.86,111863,605,0,0,0,0,0,181003,245668
UTTAR PRADESH,22,ETAWAH,3550.20,2310.58,848.61,391.01,2221.07,1169.00,360.94,3751.01,1988.42,1169.00,355.15,3512.57,94097,223387,317484,44,2925,1223,3,1,94097,155801,249898,44,2925,1223,4,0,1832.18,2555.47,100.00,500.96,516.61,100.00,69.62,77.12,100.00,88.00,88.00,100,94097,223387,317484,94097,37669,0,56428,0,40.03,155801,49700,220,3800,420,40,615,249898,214002
UTTAR PRADESH,23,FAIZABAD,2800.59,1743.82,677.57,379.20,1808.45,1603.22,511.22,3922.89,1580.81,1511.58,342.77,3435.16,103376,105998,209374,10,2085,1140,10,0,102922,96051,198973,10,2085,1140,8,0,1830.67,2714.02,100.00,361.56,340.39,94.14,57.01,62.01,100.00,20.00,20.14,100.00,103376,105998,209374,102922,25656,0,76968,589,24.93,96051,1050,0,0,0,0,0,198973,362059
UTTAR PRADESH,24,FARRUKHABAD,4121.39,2650.64,1019.16,451.59,2853.54,2072.97,346.03,5272.54,2634.21,1559.74,309.64,4503.58,120471,54314,174785,35,3143,1227,2,1,120471,54314,174785,35,3143,1227,3,0,2820.05,3455.56,100.00,574.20,639.22,100.00,61.36,61.93,100.00,70.00,70.00,100,120471,54314,174785,120471,37587,0,82864,20,31.20,54314,2077,0,1278,1113,127,394,174785,239285
UTTAR PRADESH,25,FATEHPUR,3596.43,2332.75,881.10,382.58,2398.55,1237.70,296.43,3932.68,1747.25,1237.68,293.67,3278.60,104414,202040,306454,15,3938,1548,5,0,99981,135465,235446,15,3938,1548,5,0,2049.25,2422.15,100.00,656.27,656.27,100,77.40,77.40,100,30.00,30.00,100,104414,202040,306454,99981,38002,0,59371,0,38.01,135465,4010,0,0,0,0,0,235446,416615
UTTAR PRADESH,26,FIROZABAD,1308.36,884.50,335.54,88.32,998.97,333.36,66.28,1398.60,773.51,309.95,65.36,1148.82,19843,228195,248038,10,3232,963,3,1,20344,163841,184185,10,3232,963,0,0,400.47,546.82,100.00,500.10,402.52,80.49,48.16,48.15,99.98,20.00,18.00,90.0,19843,228195,248038,20344,6517,0,13826,0,32.03,163841,2151,0,1712,708,122,197,184185,271428
UTTAR PRADESH,27,GAUTAM BUDDHA NAGAR,1090.50,620.74,324.70,145.06,653.85,224.55,53.68,932.08,465.16,224.84,54.36,744.36,14574,58357,72931,15,1414,716,1,1,14302,53142,67444,15,1582,716,0,0,243.51,437.17,100.00,432.17,189.31,43.80,35.81,35.95,100.00,30.00,33.00,100.00,14574,58357,72931,14302,3560,0,10670,0,24.89,53142,0,0,0,0,0,0,67444,109179
UTTAR PRADESH,28,GHAZIABAD,1561.65,1078.31,417.11,66.23,1041.11,255.64,60.56,1357.31,702.00,222.67,49.52,974.19,10810,85267,96077,5,3602,1075,5,0,10810,83990,94800,5,1946,1075,2,0,139.98,417.68,100.00,930.80,271.73,29.19,66.27,66.31,100.00,10.00,10.00,100,10810,85267,96077,10810,5673,0,5137,0,52.48,83990,2436,0,812,665,162,219,94800,242727
UTTAR PRADESH,29,GHAZIPUR,5154.82,3292.96,1250.35,611.51,3333.90,2295.30,412.01,6041.21,3105.25,2133.96,410.75,5649.96,184061,288972,473033,100,3878,1517,10,0,184711,155617,340328,100,3878,1517,10,2,3174.66,4634.82,100.00,741.67,548.58,73.97,75.86,136.85,100.00,66.35,80.62,100.00,184061,288972,473033,184711,94812,0,89865,35,51.33,155617,2355,0,1924,849,70,163,340328,485939
UTTAR PRADESH,30,GONDA,4888.83,3125.16,1229.45,534.22,3170.85,1301.63,350.45,4822.94,2702.58,1300.96,350.45,4353.99,136500,198080,334580,16,4298,2031,6,2,119270,143844,263114,16,4298,1574,4,2,2958.78,3285.84,100.00,915.96,725.20,79.17,142.82,94.41,66.10,32.00,32.00,100,136500,198080,334580,119270,35411,0,83812,47,29.69,143844,15753,0,1966,463,94,405,263114,500060
UTTAR PRADESH,31,GORAKHPUR,7032.97,4555.48,1683.08,794.41,4570.27,2929.09,1595.00,9094.36,3847.98,2599.95,504.50,6952.42,211033,280101,491134,121,6036,1823,10,0,211034,208330,419364,121,4877,1823,3,0,3838.29,4651.92,100.00,1175.62,769.98,65.50,91.16,91.17,100.00,106.85,106.86,100.00,211033,280101,491134,211034,38048,0,70342,0,18.03,208330,1509,0,0,0,0,0,419364,559062
UTTAR PRADESH,32,HAMIRPUR,3391.22,2224.23,822.06,344.93,2107.69,1655.13,649.21,4412.03,1433.87,1276.60,334.36,3044.84,101382,75310,176692,0,1950,707,4,0,85181,50767,135948,0,1950,707,4,0,2556.02,2700.44,100.00,334.00,257.04,76.96,35.36,35.36,100,0.00,0.00,0.00,101382,75310,176692,85181,24718,0,60463,0,29.02,50767,1108,0,0,0,0,0,135948,171971
UTTAR PRADESH,33,HARDOI,7897.01,5253.95,1864.62,778.44,5132.37,4989.94,799.75,10922.06,4356.24,4863.56,798.13,10017.92,199989,231215,431204,5,8478,1978,10,0,199989,212685,412674,5,5627,1978,10,5,3435.73,8325.97,100.00,1977.36,1015.90,51.38,98.90,101.54,100.00,10.00,20.00,100.00,199989,231215,431204,199989,79995,0,119994,0,40.00,212685,1201,0,0,0,0,0,412674,619495
