State_Name,SL_No,District_Name,Sanction_Date,Reported_M_or_Y,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,Project_Cost_Lakhs,ApprShare_Central,ApprShare_State,ApprShare_Beneficiary,CompSanc_IHHL_BPL,CompSanc_IHHL_APL,CompSanc_IHHL_TOTAL,CompSanc_IHHL_SCW,CompSanc_School_Toilets,CompSanc_Anganwadi_Toilets,CompSanc_RSM_PC,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,SancAmt_Total,SancAmt_Center_Share,ReleaseAmt_Instal_No,ReleaseAmt_Instal_Part,ReleaseAmt_Date,ReleaseAmt_General,ReleaseAmt_SC,ReleaseAmt_ST,ReleaseAmt_Total,HH_PER-BASE_TOTAL,HH_PER-BASE_SC,HH_PER-BASE_ST,BPL_WT,BPL_WOT,APL_WT,APL_WOT,APL+BPL_WT,APL+BPL_WOT,SCH_WT,SCH_WOT,ANGAN_WT,ANGAN_WOT,SAN_WT,SAN_WOT,Appr_BPL,Exp_BPL,Age_BPL,Appr_School,Exp_School,Age_School,Appr_Angan,Exp_Angan,Age_Angan,Appr_San,Exp_San,Age_San,BPL_Obj,APL_Obj,IHHL_Total,BPL_Total,BPL_Ach_IHHL_SC,BPL_Ach_IHHL_ST,BPL_Ach_IHHL_Genral,BPL_Ach_IHHL_PH,BPL_SC&ST_%,APL_Total,APL_Ach_SC,APL_Ach_ST,APL_Ach_SMF,APL_Ach_LL_WH,APL_Ach_PH,APL_Ach_WHH,IHHL_Total
RAJASTHAN,21,JHUNJHUNU,27-12-2004,Mar-13,1644.35,1123.91,418.31,102.13,683.78,376.98,108.88,1169.64,527.92,206.99,60.88,795.79,1644.35,1123.91,418.31,102.13,21440,177396,198836,50,1755,902,10,27-12-2004,Mar-13,21440,177396,198836,50,1755,902,10,0,7940,185774,193714,29,1755,598,0,0,,,,,,,,,,307764,61678,7977,3858,9553,143547,150806,147405,160359,2016,91,591,739,29,0,678.76,313.54,46.19,459.9,284.94,61.96,65.47,11.06,16.89,100.02,57.59,57.58,21440,177396,198836,7940,3073,788,3843,44,48.63,185774,216,26,738,6,0,0,193714
RAJASTHAN,22,JODHPUR,11-03-2005,Mar-13,4214.75,2889.55,1063.73,261.47,1751.12,336.72,72.42,2160.26,1098.45,336.6,72.42,1507.47,4214.75,2889.55,1063.73,261.47,70837,248282,319119,50,4996,906,10,11-03-2005,Mar-13,70837,248282,319119,50,4996,906,10,0,48317,211126,259443,34,2739,750,0,0,4214.75,2889.55,2,3,26-09-2012,255.39,84.47,6.16,346.02,352069,63954,13362,0,69680,36214,246175,36214,315855,664,480,53,793,0,48,1973.05,509.14,25.8,1402.5,792.53,56.51,54.04,27.46,50.81,100,54.92,54.92,70837,248282,319119,48317,13830,4506,26258,25,37.95,211126,0,0,0,0,0,0,259443
RAJASTHAN,23,KARAULI,17-05-2005,Feb-13,4108.01,2792.19,1057.93,257.89,1712.51,451.58,158.96,2323.05,1299.33,434.1,155.84,1889.27,4108.01,2792.19,1057.93,257.89,68530,148819,217349,56,3969,672,10,17-05-2005,Feb-13,68530,148819,217349,56,3969,672,10,0,44398,51075,95473,47,2572,532,5,0,4108.01,2792.19,2,4,26-09-2012,162.32,103.31,43.39,309.02,188328,52557,55227,631,59244,1532,126921,2163,186165,536,1993,0,511,0,8,2052.82,839.73,40.91,1215.16,550.76,45.32,48.25,51,100,112,110,98.21,68530,148819,217349,44398,13819,14980,15159,109,64.87,51075,115,226,0,0,0,50,95473
RAJASTHAN,24,KOTA,01-05-2002,Feb-13,2359.75,1583.05,592.9,183.8,971.72,243.89,15.45,1231.06,619.19,242.63,15.45,877.27,2359.75,1583.05,592.9,183.8,47767,87135,134902,50,1510,1398,10,01-05-2002,Feb-13,47767,87135,134902,50,1510,1398,10,0,19997,32975,52972,5,1522,20,5,0,2359.75,1583.05,2,2,26-09-2012,105.58,53.06,15.57,174.21,129910,30362,21771,1151,37430,5366,85963,6517,123393,443,1131,55,58,2,3,1403.33,462.15,32.93,323.3,274.34,84.86,111.48,1.12,1,100,0,0,47767,87135,134902,19997,3293,1482,5212,0,23.88,32975,12,6,18,28,2,4,52972
RAJASTHAN,25,NAGAUR,17-05-2005,Feb-13,2519.29,1713.76,637.74,167.79,1048.33,190.37,110.56,1349.26,744.53,188.63,43.86,977.02,2519.29,1713.76,637.74,167.79,41537,256360,297897,50,2793,1855,10,17-05-2005,Feb-13,41537,256360,297897,50,2793,1855,10,0,40962,243998,284960,14,2199,761,11,0,2519.29,1713.76,2,4,26-09-2012,135.43,57.38,0.26,193.07,436779,70972,691,13020,41200,126284,256275,139304,297475,2976,984,749,869,1,0,981.22,98.27,10.02,763.72,709.69,92.93,138.35,41.2,29.78,100,28,28,41537,256360,297897,40962,8635,0,13807,0,21.08,243998,0,0,0,0,0,0,284960
RAJASTHAN,26,PALI,17-05-2005,Mar-13,2389.22,1619.13,588.36,181.73,1008.09,220.69,96.61,1325.39,595.63,199.67,84.28,879.58,2389.22,1619.13,588.36,181.73,46444,228892,275336,50,1560,753,10,17-05-2005,Mar-13,46444,228892,275336,50,1560,753,10,0,34020,178191,212211,11,1366,422,10,0,2389.22,1619.13,2,3,26-09-2012,113.18,41.37,5.92,160.47,230176,66161,20078,4050,44655,58722,122749,62772,167404,804,640,312,414,0,0,1321.63,219.69,16.62,356.26,316.38,88.81,47.94,24.7,51.52,100,141.8,100,46444,228892,275336,34020,13386,4806,15828,13,53.47,178191,0,0,0,0,0,0,212211
RAJASTHAN,27,RAJSAMAND,01-05-2002,Mar-13,2974.59,2015.74,736.72,222.13,1539.59,400.11,131.42,2071.12,883.58,330.64,111.16,1325.39,2974.59,2015.74,736.72,222.13,69568,121350,190918,35,2401,677,10,01-05-2002,Mar-13,69568,121350,190918,35,2401,677,10,0,37050,69714,106764,34,2211,392,2,0,2974.59,2015.74,2,4,26-09-2012,255.49,60.24,27,342.73,183194,29858,35694,5583,54624,18307,104680,23890,159304,396,1434,0,711,0,35,1681.52,576.9,34.31,566,381.52,67.41,50.17,17.87,35.62,63.7,54.58,85.68,69568,121350,190918,37050,7803,11033,18198,16,50.84,69714,70,127,0,0,0,1,106764
RAJASTHAN,28,SAWAI MADHOPUR,20-02-2003,Feb-13,1864.18,1258.92,460.84,144.42,817.29,262.93,44.12,1124.34,564.93,212.37,42.9,820.2,1864.18,1258.92,460.84,144.42,38914,137304,176218,50,1021,723,3,20-02-2003,Feb-13,38914,137304,176218,50,1021,723,3,0,19767,54603,74370,1,919,306,2,2,,,,,,,,,,172910,39059,45892,97,33574,2084,137155,2181,170729,417,793,17,640,0,0,1048.76,400.17,38.16,240.12,243.37,100,57.72,28.25,48.94,100,3.8,3.8,38914,137304,176218,19767,5741,4179,9738,147,50.18,54603,799,989,0,0,0,0,74370
RAJASTHAN,29,SIKAR,03-03-2000,Mar-13,1862.18,1271.68,467.79,122.71,1006.4,259.46,33.63,1299.48,589.06,220.24,33.63,842.93,1862.18,1271.68,467.79,122.71,28460,228307,256767,58,2962,659,10,03-03-2000,Mar-13,28460,228307,256767,58,2962,659,10,0,23748,212107,235855,11,2813,123,0,0,1862.18,1271.68,3,1,26-09-2012,86.87,24.92,2.02,113.81,326845,0,0,1065,26377,71615,227788,72680,254165,1731,257,0,0,0,10,524.67,108.43,20.67,654.22,505.7,77.3,49.34,10.83,21.95,108.81,14.81,13.61,28460,228307,256767,23748,10942,4060,8746,0,63.17,212107,0,0,0,0,0,0,235855
RAJASTHAN,30,SIROHI,17-05-2005,Feb-13,1925.35,1301.63,480.54,143.18,832.91,190.37,0,1023.28,652.62,190.32,0,842.94,1925.35,1301.63,480.54,143.18,36060,79445,115505,50,1137,391,10,17-05-2005,Feb-13,36060,79445,115505,50,1137,391,10,0,25296,58347,83643,15,1137,304,10,5,,,,,,,,,,116216,23266,34452,0,36049,722,79445,722,115494,8,58,12,133,0,0,1111.83,444.7,40,258.6,258.6,100,27.9,15.74,56.42,100,18,18,36060,79445,115505,25296,8553,8233,8510,0,66.36,58347,0,0,0,0,0,0,83643
RAJASTHAN,31,TONK,11-03-2005,Mar-13,2270.48,1533.84,573.03,163.61,950.13,221.35,29.63,1201.11,586.12,219.32,21.64,827.08,2270.48,1533.84,573.03,163.61,41916,182977,224893,50,1812,724,10,11-03-2005,Mar-13,41916,182977,224893,50,1812,724,10,0,14690,36430,51120,18,1489,274,0,10,,,,,,,,,,185804,45853,33636,1923,30366,8439,145076,10362,175442,568,1063,83,264,0,12,,,,,,,,,,,,,41916,182977,224893,14690,4517,2218,7947,9,45.85,36430,0,0,0,0,0,0,51120
RAJASTHAN,32,UDAIPUR,11-03-2005,Mar-13,9000.49,5994.56,2248.72,757.21,4470.94,989.19,355.76,5815.89,2648.46,960.5,355.76,3964.72,9000.49,5994.56,2248.72,757.21,218401,206871,425272,22,3848,2256,10,11-03-2005,Mar-13,218401,206871,425272,22,3848,2256,10,0,110373,149287,259660,19,3741,1673,0,0,9000.49,5994.56,3,1,26-11-2012,704.25,82.27,367.3,1153.82,457957,22559,238312,4514,218401,28171,206871,32685,425272,958,2495,65,1313,0,19,,,,,,,,,,,,,218401,206871,425272,110373,14022,80750,15591,10,85.87,149287,0,0,0,0,0,0,259660
SIKKIM,1,EAST SIKKIM,18-03-2002,Mar-13,768.19,501.5,161.29,105.4,492.1,355.7,303.39,1151.19,432.58,355.7,303.39,1091.67,768.19,501.5,161.29,105.4,24109,18000,42109,225,464,36,7,18-03-2002,Mar-13,24109,18000,42109,225,464,36,7,0,26852,18000,44852,271,464,87,0,0,768.19,501.5,2,3,28-08-2012,17.14,1.6,3.7,22.44,42109,2271,9490,0,24109,18000,0,18000,24109,0,464,0,36,0,225,285.05,832.95,100,92.8,92.4,99.57,3.6,3.6,100,138.6,89.72,64.73,24109,18000,42109,26852,5557,7887,13408,0,50.07,18000,0,0,0,0,0,0,44852
SIKKIM,2,NORTH SIKKIM,18-03-2002,Mar-13,270.69,178.95,59.51,32.23,175.29,144.62,84.94,404.85,152.97,144.62,84.94,382.53,270.69,178.95,59.51,32.23,4978,1031,6009,135,272,63,3,18-03-2002,Mar-13,4978,1031,6009,135,272,63,3,0,5461,1035,6496,147,272,88,0,0,270.69,178.95,2,3,28-08-2012,4.45,0.23,4.07,8.75,6009,299,4853,0,4978,1031,0,1031,4978,0,272,0,63,0,134,42.95,249,100,54.4,46,84.56,6.3,6.3,100,84.6,42.78,50.57,4978,1031,6009,5461,239,4740,482,0,91.17,1035,0,0,0,0,0,0,6496
SIKKIM,3,SOUTH SIKKIM,25-11-1999,Mar-13,466.58,301.51,101.8,63.27,274.88,259.08,143.7,677.66,126.94,259.08,143.7,529.72,466.58,301.51,101.8,63.27,8970,7681,16651,205,438,82,1,25-11-1999,Mar-13,8970,7681,16651,205,438,82,1,0,12446,7929,20375,279,439,82,0,0,466.58,301.51,2,3,28-08-2012,32.52,2.27,0.56,35.35,16651,1527,6788,0,8970,7681,0,7681,8970,0,438,0,82,0,205,95.3,316.18,100,87.6,112.52,100,8.2,14.2,100,131,59,45.04,8970,7681,16651,12446,4035,4136,4275,0,65.65,7929,0,0,0,0,0,0,20375
SIKKIM,4,WEST SIKKIM,25-11-1999,Mar-13,548.36,356.6,118.14,73.62,340.27,292.42,197.42,830.11,297.72,292.42,197.42,787.56,548.36,356.6,118.14,73.62,13245,9000,22245,224,430,159,1,25-11-1999,Mar-13,13245,9000,22245,224,430,159,1,0,13345,9532,22877,216,431,159,0,0,548.36,356.6,3,1,28-08-2012,2.59,0.18,0.56,3.33,22245,1428,10959,0,13245,9000,0,9000,13245,0,430,0,159,0,224,139.65,541.21,100,86,86,100,15.9,15.9,100,134.79,94.86,70.38,13245,9000,22245,13345,1426,5305,6614,0,50.44,9532,0,0,0,0,0,0,22877
TAMIL NADU,1,COIMBATORE,25-11-1999,Feb-13,3517.04,2233.12,863.27,420.65,1972.25,525.66,320.02,2817.93,1606.24,489.58,319.6,2415.42,3517.04,2233.12,863.27,420.65,190006,163561,353567,10,1026,812,14,25-11-1999,Mar-13,190006,163561,353567,10,1026,812,14,0,174618,164248,338866,10,1010,802,4,0,3517.04,2233.12,3,3,29-05-2012,122.15,52.77,1.31,176.23,420458,109434,5554,94835,85462,143422,96739,238257,182201,1455,54,660,36,8,0,2787.11,1872.41,67.18,219.6,214.93,97.87,41.23,56.47,100,10,10,100,190006,163561,353567,174618,129485,320,41200,0,74.34,164248,0,0,0,0,0,0,338866
TAMIL NADU,2,CUDDALORE,25-11-1999,Mar-13,5955.58,3893.32,1417.73,644.53,3391.16,2211.61,1439.65,7042.42,2681.25,1549.79,579.47,4810.51,5955.58,3893.32,1417.73,644.53,242992,104369,347361,69,2635,1486,10,25-11-1999,Mar-13,242992,104369,347361,69,2635,1486,10,0,239221,102770,341991,23,2619,1486,10,13,5955.58,3893.32,3,2,29-05-2012,277.71,247.81,1.38,526.9,328393,115536,3083,144984,91351,39552,52506,184536,143857,1919,7,960,4,215,2,3953.55,3652.14,92.38,566.9,565.03,99.67,85.1,94.35,100,103.5,119.46,100,242992,104369,347361,239221,103936,456,134829,6,43.64,102770,1849,1028,39053,40080,1028,3083,341991
TAMIL NADU,3,DHARMAPURI,29-01-2002,Mar-13,3498.86,2279.71,821.14,398.01,2026.58,972.46,307.53,3306.57,1621.84,644.71,307.53,2574.09,3498.86,2279.71,821.14,398.01,152872,60203,213075,0,2507,715,4,29-01-2002,Mar-13,152872,60203,213075,0,2507,715,4,0,152921,62320,215241,0,2379,715,1,0,3498.86,2279.71,3,3,29-05-2012,90.82,24.81,1.56,117.19,246382,43875,9266,9981,150760,25438,60203,35419,210963,43,2064,1,590,0,0,2403.95,1882.05,78.29,554.66,509.8,91.91,64.58,59.21,91.68,0,0,0,152872,60203,213075,152921,27541,0,125164,0,18.01,62320,0,0,0,0,0,0,215241
TAMIL NADU,4,DINDIGUL,20-02-2003,Mar-13,3871.65,2044.42,1089.34,737.89,1779.43,938.66,411.99,3130.08,1336.47,755.43,405.46,2497.36,3871.65,2044.42,1089.34,737.89,131516,319776,451292,20,1368,1374,10,20-02-2003,Mar-13,131516,319776,451292,20,1368,1374,10,0,113525,229998,343523,20,1297,1277,10,0,3871.65,2044.42,3,3,29-05-2012,197,85.43,0.44,282.87,364300,32790,6459,30944,63183,62882,207291,93826,270474,51,955,64,962,6,19,2987.3,1851.23,61.97,295.8,281.75,95.25,73.97,64.38,87.04,40,46,100,131516,319776,451292,113525,14993,3298,89383,125,16.11,229998,30511,855,0,0,0,0,343523
TAMIL NADU,5,ERODE,02-03-2001,Jan-13,3097.77,1991.28,699.77,406.72,1787.48,704.16,378.43,2870.07,1771.99,674.86,382.43,2829.28,3097.77,1991.28,699.77,406.72,165306,110521,275827,63,2798,752,10,02-03-2001,Feb-13,165306,110521,275827,63,2798,752,10,0,165306,144602,309908,63,2450,714,10,0,3097.77,1991.28,3,3,29-05-2012,15.57,5.98,0.13,21.68,418456,55823,3162,122472,72109,113442,110433,235914,182542,691,838,322,548,62,3,1773.04,1773.1,100,625.9,504.1,80.54,26.52,36.81,100,63,63,100,165306,110521,275827,165306,39749,1452,124105,64,24.92,144602,0,0,0,0,0,0,309908
TAMIL NADU,6,KANCHIPURAM,26-06-2002,Dec-12,4541.1,2209.82,1286.29,1044.99,1966.82,1365.54,818.4,4150.76,2297.33,1173.57,711.45,4182.35,4541.1,2209.82,1286.29,1044.99,147350,240767,388117,58,1955,1497,10,26-06-2002,Jan-13,147350,240767,388117,58,1955,1497,10,0,154480,154700,309180,31,1680,1247,8,7,4541.1,2209.82,3,4,29-05-2012,48.95,53.39,0.77,103.11,351630,103164,3706,80685,92590,130221,48134,210906,140724,233,1159,156,889,6,1,3158.63,3277.53,100,462.56,370,79.99,87.7,102.92,100,116,64.31,55.44,147350,240767,388117,154480,12774,0,141706,0,8.27,154700,0,0,0,0,0,0,309180
TAMIL NADU,7,KANYAKUMARI(NAGERCOIL),22-03-2001,Mar-13,2124.05,938.81,591.65,593.59,842.11,567.98,376.38,1786.48,875.28,452.34,375.41,1703.03,2124.05,938.81,591.65,593.59,76233,10568,86801,43,557,367,5,22-03-2001,Mar-13,76233,10568,86801,43,557,367,5,0,84822,7225,92047,21,429,384,2,0,2124.05,938.81,3,3,29-05-2012,12.05,0.83,0.04,12.92,157339,3828,991,54242,43565,52546,6986,106788,50551,167,362,667,340,0,0,1359.62,1361.99,100,131.66,89.82,68.22,18.66,19.52,100,86,18.62,21.65,76233,10568,86801,84822,3016,924,80882,0,4.65,7225,0,0,0,0,0,0,92047
TAMIL NADU,8,KARUR,26-06-2002,Nov-12,2101.46,1343.58,463.8,294.08,1207.94,513.23,309.61,2030.78,1223.41,460.19,309.61,1993.21,2101.46,1343.58,463.8,294.08,105280,72598,177878,108,932,418,10,26-06-2002,Nov-12,105280,72598,177878,108,932,418,10,0,105280,54519,159799,98,658,419,10,6,2101.46,1343.58,4,2,29-05-2012,4.1,1.96,0.01,6.07,190023,22226,0,77627,45854,43678,22864,121305,68718,419,177,284,105,78,19,1222.07,1335.68,100,239.06,143.15,59.88,40.88,40.88,100,216,224.98,100,105280,72598,177878,105280,32113,0,73167,0,30.5,54519,0,0,0,0,0,0,159799
TAMIL NADU,9,KRISHNAGIRI,27-12-2004,Mar-13,6151,4049.14,1485.02,616.84,3538.5,1144.71,422.01,5105.22,3019.1,810.39,394.42,4223.91,6151,4049.14,1485.02,616.84,204772,85863,290635,40,2774,924,6,27-12-2004,Mar-13,204772,85863,290635,40,2774,924,6,0,153322,71306,224628,337,2559,866,6,0,6151,4049.14,2,4,29-05-2012,382.85,104.6,6.58,494.03,354046,41290,3364,37857,204585,38684,72920,76541,277505,700,2132,441,431,31,15,4398.08,3009.89,68.44,659.66,650.89,98.67,87.08,86.78,99.66,80,44.1,55.12,204772,85863,290635,153322,21370,3397,128555,0,16.15,71306,50,16,2166,0,0,0,224628
TAMIL NADU,10,MADURAI,29-01-2002,Mar-13,4273.73,2793.22,1031.56,448.95,2465.75,1231.24,518.97,4215.96,2247.69,1034.18,488.73,3770.59,4273.73,2793.22,1031.56,448.95,153151,224536,377687,0,1845,881,10,29-01-2002,Mar-13,153151,224536,377687,0,1845,881,10,0,127148,111326,238474,444,1536,854,7,0,4273.73,2793.22,3,3,29-05-2012,163.09,62.16,0.23,225.48,346204,75980,466,14940,138106,84048,109110,98988,247216,140,918,107,698,62,0,3210.21,2947,91.8,487.06,455.8,93.58,46.33,72.05,100,0,0,0,153151,224536,377687,127148,25849,0,101299,0,20.33,111326,0,0,0,0,0,0,238474
TAMIL NADU,11,NAGAPATTINAM,02-05-2003,Dec-12,3738.82,2489.81,914.38,334.63,2206.04,790.02,243.89,3239.95,1845.34,718.01,214,2777.35,3738.82,2489.81,914.38,334.63,131000,140933,271933,50,1934,646,10,02-05-2003,Dec-12,131000,140933,271933,50,1934,646,10,0,103857,85838,189695,1,1183,646,6,6,3738.82,2489.81,3,3,29-05-2012,83.83,78.22,0.13,162.18,324861,109815,426,79718,55156,116336,73651,196054,128807,441,657,265,309,434,5,2407.44,2311.4,96.01,524.5,260.12,49.59,27.75,35.94,100,100,1.68,1.68,131000,140933,271933,103857,51171,24,52111,0,49.29,85838,333,0,0,0,0,0,189695
TAMIL NADU,12,NAMAKKAL,20-02-2003,Mar-13,2357,1516.25,529.35,311.4,1350.35,804.45,302.25,2457.04,1395.16,606.31,302.25,2303.72,2357,1516.25,529.35,311.4,117538,113278,230816,50,1027,673,4,20-02-2003,Mar-13,117538,113278,230816,50,1027,673,4,0,117538,72042,189580,50,1027,673,4,0,2357,1516.25,3,4,29-05-2012,43.89,20.99,1.97,66.85,296413,64867,17018,20251,108048,97478,70636,117729,178684,480,345,413,246,309,50,1602.83,1855.63,100,223.4,181.7,81.33,35.52,30.7,86.43,100,109.1,100,117538,113278,230816,117538,31482,7492,78564,0,33.16,72042,4,0,23,0,0,0,189580
TAMIL NADU,13,NILGIRIS(UDHAGAMANDALAM),02-05-2003,Mar-13,1423.43,875.08,356,192.35,500.76,321.31,88.82,910.89,439.97,218.07,88.82,746.86,1423.43,875.08,356,192.35,43000,51545,94545,75,839,271,4,02-05-2003,Mar-13,43000,51545,94545,75,839,271,4,0,34543,22403,56946,59,839,270,1,0,1423.43,875.08,2,2,29-05-2012,65.56,44.27,4.02,113.85,93227,19877,3970,2662,39137,5263,46165,7925,85302,309,142,14,232,0,46,860.59,440.44,51.18,172.9,160.52,92.84,14.94,14,93.71,156.26,67.34,43.09,43000,51545,94545,34543,4719,1014,28810,390,16.6,22403,68,0,0,0,0,0,56946
TAMIL NADU,14,PERAMBALUR,03-03-2000,Jan-13,3340.23,2146.04,761.29,432.9,1904.26,816.2,372.62,3093.07,1786.63,716.98,372.71,2876.32,3340.23,2146.04,761.29,432.9,181496,94081,275577,49,1256,1185,10,03-03-2000,Feb-13,181496,94081,275577,49,1256,1185,10,0,174963,50710,225673,59,1184,773,11,4,3340.23,2146.04,3,3,29-05-2012,71.67,55.33,0.47,127.47,271373,85252,2386,3514,179051,25405,63403,28919,242454,25,751,3,618,5,38,2321.4,2213.71,95.36,277.82,272.8,98.19,100.86,78.31,77.64,66.8,68.5,100,181496,94081,275577,174963,58723,3926,112294,946,35.81,50710,258,5,0,0,0,0,225673
TAMIL NADU,15,PUDUKKOTTAI,26-06-2002,Mar-13,4012.67,2638.5,956.52,417.65,2336.21,1131.52,452.34,3920.07,2362.64,874.86,451.28,3688.79,4012.67,2638.5,956.52,417.65,176710,77100,253810,50,3826,1306,10,26-06-2002,Mar-13,176710,77100,253810,50,3826,1306,10,0,198097,66346,264443,50,3548,1306,0,10,4012.67,2638.5,3,4,29-05-2012,133.43,45.79,0.04,179.26,261027,68737,0,94606,123196,31516,11709,126122,134905,1355,216,1230,146,498,0,2187.41,2360.48,100,1064.9,837.33,78.63,66.49,72.82,100,100,100,100,176710,77100,253810,198097,43686,0,130329,845,22.05,66346,0,0,0,0,0,0,264443
TAMIL NADU,16,RAMANATHAPURAM,26-06-2002,Jan-13,2262.6,1183.45,595.69,483.46,1061.87,606.44,626.85,2295.16,1046.88,526.39,535.45,2108.72,2262.6,1183.45,595.69,483.46,105000,109870,214870,52,1460,821,10,26-06-2002,Jan-13,105000,109870,214870,52,1460,821,10,0,156708,58018,214726,6,1346,821,5,0,2262.6,1183.45,3,4,29-05-2012,10.56,4.4,--,14.96,251706,65186,16,39702,104975,30902,76127,70604,181102,11,1244,2,737,0,3,1077.95,1405.92,100,320.36,296.89,92.67,43.19,55.7,100,104,12,11.54,105000,109870,214870,156708,51006,0,103052,2650,32.55,58018,0,0,0,0,0,0,214726
TAMIL NADU,17,SALEM,20-02-2003,Mar-13,5827.49,3808.23,1419.66,599.6,3368.61,1270.18,786.47,5425.27,3057.56,1184.6,786.45,5028.61,5827.49,3808.23,1419.66,599.6,232463,233736,466199,128,2108,1253,10,20-02-2003,Mar-13,232463,233736,466199,128,2108,1253,10,0,195327,130941,326268,32,2088,1185,4,1,5827.49,3808.23,4,1,29-05-2012,197.91,68.41,9.27,275.59,420822,84743,23096,56467,217776,36742,109837,93209,327613,49,1679,33,923,1,0,4315.6,4240.13,98.25,466,478.79,100,72.62,71.33,98.22,263.5,69.5,26.38,232463,233736,466199,195327,47540,8222,139565,0,28.55,130941,0,0,0,0,0,0,326268
TAMIL NADU,18,SIVAGANGA,20-02-2003,Mar-13,3170.89,1964.33,739.38,467.18,1733.7,731.9,376.06,2841.66,1448.76,613.05,372.33,2434.13,3170.89,1964.33,739.38,467.18,125730,130058,255788,10,851,601,6,20-02-2003,Mar-13,125730,130058,255788,10,851,601,6,0,118647,52329,170976,12,851,601,9,0,3170.89,1964.33,3,3,29-05-2012,117.09,43.03,0.04,160.16,245067,47024,52,57078,119466,38525,29998,95603,149464,725,149,421,158,0,0,2237.07,1889.27,84.45,170.2,134.6,79.08,30.06,37.84,100,20,27.8,100,125730,130058,255788,118647,18331,0,100316,0,15.45,52329,0,0,0,0,0,0,170976
TAMIL NADU,19,THANJAVUR,20-02-2003,Jan-13,7560.24,4017.84,2152.97,1389.43,3319.85,1433.77,648.77,5402.39,1920.34,1240.88,642.34,3803.56,7560.24,4017.84,2152.97,1389.43,177761,196183,373944,25,4540,1022,10,20-02-2003,Jan-13,177761,196183,373944,25,4540,1022,10,0,122534,114750,237284,25,2565,962,2,0,7560.24,4017.84,3,2,29-05-2012,412.59,25.05,0.09,437.73,367816,2499,24,38254,173769,58866,96927,97120,270696,336,2,239,2,453,0,4943.71,2422.85,49.01,1417.7,1196.86,84.42,57.88,58.23,100,35,32,91.43,177761,196183,373944,122534,10580,550,111404,1,9.08,114750,0,0,0,0,0,0,237284
TAMIL NADU,20,THENI,26-06-2002,Mar-13,2213.13,1095.61,610.21,507.31,969.59,663.56,364.4,1997.55,930.49,524.37,364.4,1819.25,2213.13,1095.61,610.21,507.31,73362,71577,144939,35,440,552,7,26-06-2002,Mar-13,73362,71577,144939,35,440,552,7,0,71599,56590,128189,34,396,552,5,0,2213.13,1095.61,3,3,29-05-2012,52.02,25.05,0.09,77.16,142295,38509,568,34902,34568,41046,31779,75948,66347,393,5,445,36,232,0,1555.07,1451.51,93.34,100.76,92.35,91.65,29.87,29.85,99.93,70,70,100,73362,71577,144939,71599,13535,384,57680,72,19.44,56590,0,0,0,0,0,0,128189
TAMIL NADU,21,THOOTHUKUDI,20-02-2003,Mar-13,2592.94,1207.55,730.98,654.41,1071.47,728.6,476.09,2276.16,815.2,513.69,476.09,1804.98,2592.94,1207.55,730.98,654.41,91637,253636,345273,54,260,718,4,20-02-2003,Mar-13,91637,253636,345273,54,260,718,4,0,83855,119850,203705,5,264,695,15,2,2592.94,1207.55,3,4,29-05-2012,47.64,23.94,0.05,71.63,276025,71915,537,42857,91637,30417,111114,73274,202751,354,235,4,647,422,2,1943.46,1524.95,78.47,55.16,54.18,98.22,38.04,36.21,95.19,106.26,8.56,8.06,91637,253636,345273,83855,25231,20,58604,774,30.11,119850,0,0,0,0,0,0,203705
TAMIL NADU,22,TIRUCHIRAPPALLI,29-01-2002,Mar-13,2020.75,939.24,552.86,528.65,841.71,536.94,468.11,1846.76,871.52,527.81,416.76,1816.09,2020.75,939.24,552.86,528.65,77747,166886,244633,5,929,1027,10,29-01-2002,Mar-13,77747,166886,244633,5,929,1027,10,0,77747,124832,202579,5,716,859,10,0,2020.75,939.24,3,3,29-05-2012,12.07,4.88,0.11,17.06,333944,75701,3150,63322,77672,69458,123492,132780,201164,625,411,430,437,51,0,1234.54,1234.54,100,225.26,153.73,68.25,58.26,47.9,82.22,10,11,100,77747,166886,244633,77747,20980,1252,55513,2,28.6,124832,0,0,0,0,0,0,202579
