State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households,Census_2001_IHHL
TAMIL NADU,11,NAGAPATTINAM,3738.82,2489.81,914.38,334.63,2832.39,790.02,243.89,3866.3,2289.97,724.21,214,3228.18,131000,140933,271933,50,1934,646,10,0,109658,86681,196339,1,1934,646,6,6,2407.44,2728.56,100,524.5,260.12,49.59,27.75,35.94,100,100,1.68,1.68,131000,140933,271933,109658,54160,38,55409,47,49.42,86681,1619,48,28431,1128,22,1016,196339,323340,48303
TAMIL NADU,12,NAMAKKAL,2357,1516.25,529.35,311.4,1804.91,804.45,302.25,2911.6,1559.05,726.12,302.25,2587.41,117538,113278,230816,50,1027,673,4,0,117538,76622,194160,50,1027,673,4,0,1602.83,2117.6,100,223.4,187.32,83.85,35.52,30.7,86.43,100,109.1,100,117538,113278,230816,117538,31482,7492,78564,0,33.16,76622,161,196,3134,1069,0,20,194160,284156,39158
TAMIL NADU,13,NILGIRIS(UDHAGAMANDALAM),1423.43,875.08,356,192.35,597.24,321.31,88.82,1007.37,550.06,274.79,88.82,913.67,43000,51545,94545,75,839,271,4,0,35999,22403,58402,59,850,271,1,0,860.59,599.65,69.68,172.9,160.52,92.84,14.94,14,93.71,156.26,67.34,43.09,43000,51545,94545,35999,5307,1156,29536,390,17.95,22403,68,0,0,0,0,0,58402,84366,25006
TAMIL NADU,14,PERAMBALUR,3340.23,2146.04,761.29,432.9,2381.77,916.91,432.9,3731.58,2020.27,886.83,429.34,3336.44,181496,94081,275577,49,1256,1185,10,0,181496,50926,232422,59,1247,932,11,4,2321.4,2628.99,100,277.82,272.8,98.19,100.86,90.42,89.65,66.8,68.5,100,181496,94081,275577,181496,60273,3951,117172,1046,35.39,50926,301,8,191,103,35,57,232422,124419,7802
TAMIL NADU,15,PUDUKKOTTAI,4012.67,2638.5,956.52,417.65,2942.45,1131.52,452.34,4526.31,2613.58,1105.86,451.28,4170.72,176710,77100,253810,50,3826,1306,10,0,198097,77100,275197,50,3548,1306,0,10,2187.41,2834.78,100,1064.9,837.33,78.63,66.49,72.82,100,100,100,100,176710,77100,253810,198097,43686,0,130329,845,22.05,77100,0,0,0,0,0,0,275197,312868,28526
TAMIL NADU,16,RAMANATHAPURAM,2262.6,1183.45,595.69,483.46,1556.19,606.44,626.85,2789.48,1280.8,603.69,570.12,2454.61,105000,109870,214870,52,1460,821,10,0,156708,58018,214726,6,1460,821,5,0,1077.95,1620.27,100,320.36,331.45,100,43.19,63.7,100,104,12,11.54,105000,109870,214870,156708,51006,0,103052,2650,32.55,58018,1209,0,1321,687,68,373,214726,232147,27177
TAMIL NADU,17,SALEM,5827.49,3808.23,1419.66,599.6,4019.79,1270.18,797.83,6087.8,3687.17,1216.14,797.81,5701.11,232463,233736,466199,128,2108,1253,10,0,211040,132454,343494,32,2108,1191,4,1,4315.6,4889.06,100,466,485.79,100,72.62,71.81,98.88,263.5,69.5,26.38,232463,233736,466199,211040,48910,8495,143400,0,27.2,132454,0,0,0,0,0,0,343494,454964,40686
TAMIL NADU,18,SIVAGANGA,3170.89,1964.33,739.38,467.18,2291.14,731.9,376.06,3399.1,1950.63,696.29,372.33,3019.25,125730,130058,255788,10,851,601,6,0,119331,52329,171660,12,851,601,9,0,2237.07,2459.98,100,170.2,134.6,79.08,30.06,37.84,100,20,27.8,100,125730,130058,255788,119331,18471,0,100860,0,15.48,52329,0,0,0,0,0,0,171660,236937,24676
TAMIL NADU,19,THANJAVUR,7560.24,4017.84,2152.97,1389.43,3486.71,1799.33,804,6090.04,3151.99,1546.7,797.57,5496.26,177761,196183,373944,25,4540,1022,10,0,139160,114883,254043,25,2565,1022,2,0,4943.71,4042.75,81.78,1417.7,1196.86,84.42,57.88,58.23,100,35,32,91.43,177761,196183,373944,139160,10580,550,128030,1,8,114883,282,1,2848,336,109,474,254043,391191,56053
TAMIL NADU,20,THENI,2213.13,1095.61,610.21,507.31,1164.61,663.56,364.4,2192.57,1021.38,530.46,364.4,1916.23,73362,71577,144939,35,440,552,7,0,73057,56590,129647,34,396,569,5,0,1555.07,1533.6,98.62,100.76,92.35,91.65,29.87,31.21,100,70,70,100,73362,71577,144939,73057,13535,384,57680,72,19.05,56590,0,0,0,0,0,0,129647,158207,17115
TAMIL NADU,21,THOOTHUKUDI,2592.94,1207.55,730.98,654.41,1604.74,728.6,517.08,2850.42,1323.36,640.92,517.08,2481.36,91637,253636,345273,54,260,718,4,0,87383,120877,208260,5,293,714,15,2,1943.46,2140.35,100,55.16,65.74,100,38.04,37.73,99.19,106.26,8.56,8.06,91637,253636,345273,87383,27349,20,60014,774,31.32,120877,0,0,0,0,0,0,208260,239037,39871
TAMIL NADU,22,TIRUCHIRAPPALLI,2020.75,939.24,552.86,528.65,1377.96,543.87,468.11,2389.94,1071.52,540.13,416.76,2028.41,77747,166886,244633,5,929,1027,10,0,77747,124832,202579,5,774,869,10,0,1234.54,1405.35,100,225.26,192.42,85.42,58.26,49.42,84.83,10,11,100,77747,166886,244633,77747,20980,1252,55513,2,28.6,124832,0,0,0,0,0,0,202579,358811,42385
TAMIL NADU,23,TIRUNELVELI,2623.83,1716.56,571.03,336.24,2071.55,693.97,338.32,3103.85,1787.32,677.64,338.03,2803,125763,155744,281507,19,557,907,10,0,139323,106744,246067,19,557,907,10,5,1762.7,2233,100,115.16,115.15,99.99,48.13,48.06,99.85,38,36.98,97.32,125763,155744,281507,139323,52715,71,86537,234,37.89,106744,67,0,83,157,0,16,246067,422597,54943
TAMIL NADU,24,TIRUVALLUR,6505.18,4249.62,1572.4,683.16,3684.38,1386.62,232.72,5303.72,3316.95,1360.8,228.27,4906.02,194625,58084,252709,35,1418,1312,10,0,162627,80448,243075,35,1418,1312,8,0,4858.27,3636.64,74.85,283.9,284.9,100,70.67,70.66,99.99,71,69.8,98.31,194625,58084,252709,162627,58106,7448,97073,401,40.31,80448,2719,481,0,0,0,0,243075,325798,51968
TAMIL NADU,25,TIRUVANNAMALAI,5575.39,2703.4,1572.91,1299.08,3443,1516.12,562.4,5521.51,2724.12,1515.56,560.79,4800.48,209116,356665,565781,70,3635,1263,10,0,209116,290289,499405,43,3598,1263,4,0,3718.47,3560.02,95.74,865.9,841.44,97.18,63.16,67.34,100,152.5,85.24,55.9,209116,356665,565781,209116,70499,16616,122001,0,41.66,290289,168,22,339,1353,15,15,499405,477106,36505
TAMIL NADU,26,TIRUVARUR,2038.24,1333.31,476.9,228.03,1684.44,450.38,148.88,2283.7,1239.31,404.47,128.01,1771.79,80920,53866,134786,50,1698,519,5,0,87918,22049,109967,8,1466,519,1,1,1011.72,1210.98,100,440.56,401.84,91.21,25.96,27.02,100,100,17.25,17.25,80920,53866,134786,87918,19703,0,59553,0,22.41,22049,0,0,0,0,0,0,109967,262679,40791
TAMIL NADU,27,VELLORE,4395.49,2813.71,1104.31,477.47,3488.56,957.66,442.88,4889.09,2960.37,883.02,445.31,4288.7,207635,283872,491507,26,3451,1667,10,0,204270,264205,468475,26,3167,1902,10,0,2805.46,3109.16,100,764.6,665.2,87,90.17,109.87,100,26,26,100,207635,283872,491507,204270,89432,2776,112062,18,45.14,264205,105769,231,0,0,0,0,468475,537022,62590
TAMIL NADU,28,VILLUPURAM,9153.83,6053.89,2228.5,871.44,6778.72,2234.7,350.65,9364.07,6269.01,2190.57,311.67,8771.25,326185,211877,538062,60,3021,2185,10,0,265855,89384,355239,51,3021,2185,12,10,7060.5,6472.18,91.67,720.46,627.61,87.11,109.8,141.76,100,132.52,108.95,82.21,326185,211877,538062,265855,47548,4517,213690,0,19.58,89384,0,0,353,533,30,55,355239,683022,49065
TAMIL NADU,29,VIRUDHUNAGAR,4422.62,2837.17,1088.65,496.8,3109.67,1003.43,219.69,4332.79,2638.64,659.58,218.6,3516.82,174967,93202,268169,184,2031,816,10,0,155333,126105,281438,165,1727,816,10,0,2854.22,2436.57,85.37,561.3,456.02,81.24,47.21,47.2,99.98,334,280.96,84.12,174967,93202,268169,155333,38950,0,116094,0,25.08,126105,0,0,0,0,0,0,281438,266882,26367
TRIPURA,1,DHALAI,1443.04,956.68,317.46,168.9,1101.61,321.59,168.9,1592.1,957.23,301.59,168.9,1427.72,53507,28305,81812,95,648,944,5,0,53507,27905,81412,110,1104,1261,84,6,710.8,719.33,100,127.87,212.73,100,90.6,156.05,100,82.45,138.79,100,53507,28305,81812,53507,8876,30774,13857,0,74.1,27905,0,0,0,0,0,0,81412,73160,43024
TRIPURA,2,NORTH TRIPURA,1902.5,1190.38,514,198.12,1302.13,396.14,101.85,1800.12,1083.05,396.14,98.31,1577.49,78389,33744,112133,80,1150,1161,10,0,76009,31008,107017,76,1132,1136,48,44,1005.45,989.54,98.42,299.29,299.01,99.91,84.12,83.64,99.43,67.58,57.05,84.42,78389,33744,112133,76009,17882,27278,25059,0,59.41,31008,0,0,0,0,0,0,107017,122693,87339
TRIPURA,3,SOUTH TRIPURA,3314.95,1892.4,811.32,611.23,2185.96,725.08,554.98,3466.02,1628.17,717.83,554.98,2900.98,139456,55849,195305,38,1352,1858,10,0,139456,55849,195305,50,1352,2198,11,323,2019.18,1900.09,94.1,369.19,362.72,98.25,93.91,178.07,100,12,123.5,100,139456,55849,195305,139456,25863,55247,58346,0,58.16,55849,0,0,0,0,0,0,195305,173665,116369
TRIPURA,4,WEST TRIPURA,3178.03,2080.78,757.72,339.53,2491.01,756.42,248.5,3495.93,1896.7,739.78,244.8,2881.28,183405,51119,234524,13,3683,2061,10,0,185569,44560,230129,39,3047,2440,0,59,1550.32,1570.97,100,971.73,838.95,86.34,103.06,108.13,100,2.6,2.6,100,183405,51119,234524,185569,35351,66230,83968,20,54.74,44560,0,0,0,0,0,0,230129,238261,173852
UTTAR PRADESH,1,AGRA,3015.28,2034.58,776.78,203.92,2189.14,893.41,145.6,3228.15,1972.81,751.12,135.12,2859.06,54188,278943,333131,5,5274,2856,3,0,54789,241349,296138,5,4439,1774,7,3,717.79,1928.17,100,1352.12,647.03,47.85,185.01,96.62,52.22,10,8,80,54188,278943,333131,54789,19617,0,35081,81,35.8,241349,625,0,0,0,0,0,296138,367102,49909
UTTAR PRADESH,2,ALIGARH,3363.52,2259.6,806.56,297.36,2549.09,1089.36,272.03,3910.48,1821.64,974.84,244.08,3040.56,73937,208775,282712,0,4007,1458,10,0,68583,170354,238937,0,3390,1458,3,1,1512.74,2093.27,100,740.96,579.76,78.24,93.14,136.55,100,0,0,0,73937,208775,282712,68583,19190,0,49351,108,27.98,170354,1168,0,2492,1402,241,728,238937,406432,69821
UTTAR PRADESH,3,ALLAHABAD,4879.3,3058.85,1210.41,610.04,3971.93,3813.17,1252.25,9037.35,3575.93,2494.48,766.07,6836.48,181370,493671,675041,20,5829,2547,10,0,198708,279263,477971,35,6032,2547,9,0,2086.02,5206.45,100,1303.76,1003.22,76.95,136.36,139.93,100,40,94.14,100,181370,493671,675041,198708,73098,20,125590,534,36.8,279263,1722,0,3810,1730,238,561,477971,696236,76916
UTTAR PRADESH,4,AMBEDKAR NAGAR,4474.96,2875.47,1079.27,520.22,3022.38,2114.09,562.83,5699.3,2658.99,2110.25,521.34,5290.58,132725,138141,270866,18,2146,1350,3,1,142630,135470,278100,18,1710,1350,2,0,2573.36,4271.8,100,566.8,414.18,73.07,67.5,67.5,100,36,39.6,100,132725,138141,270866,142630,53428,0,89062,140,37.46,135470,0,0,0,0,0,0,278100,321866,30597
UTTAR PRADESH,5,AURAIYA,4530.79,2948.87,1105.63,476.29,2930.2,1690.78,612.74,5233.72,1755.83,1221.9,599.2,3576.93,127279,133364,260643,50,1277,817,2,1,99730,113043,212773,50,2240,817,1,1,3142.1,2891.92,92.04,523.4,320.2,61.18,40.86,40.85,99.98,100,100,100,127279,133364,260643,99730,55035,0,44535,0,55.18,113043,335,0,254,63,25,23,212773,207674,27584
UTTAR PRADESH,6,AZAMGARH,5895.58,3811.05,1469.79,614.74,4417.6,1926.92,355.97,6700.49,3297.68,1616.05,352.98,5266.71,188141,466925,655066,87,4888,4104,10,0,164663,252914,417577,87,4888,2744,6,0,3843.46,3348.48,87.12,829.66,1072.37,100,314.93,224.25,71.21,108.65,113.39,100,188141,466925,655066,164663,38043,0,85676,87,23.1,252914,4463,0,6110,1079,225,754,417577,608684,67852
UTTAR PRADESH,7,BAGPAT,1349.48,899.6,323.85,126.03,986.89,534.01,100.35,1621.25,788.1,503.91,90.81,1382.82,31467,77930,109397,12,1166,954,1,1,26774,73703,100477,42,1196,1034,1,0,678.95,868.96,100,181.9,193.8,100,60.46,136.51,100,24,24,100,31467,77930,109397,26774,18076,0,8248,0,67.51,73703,325,0,0,0,0,0,100477,162811,53873
UTTAR PRADESH,8,BAHRAICH,9891.7,6418.32,2449.55,1023.83,6311.63,2795.91,727,9834.54,4774.55,2765.55,676.15,8216.26,284073,174857,458930,10,6100,1802,10,0,227057,173689,400746,10,5101,1802,1,0,6757.32,6570.58,97.24,1274.76,1231.71,96.62,98.02,90.14,91.96,20,20,100,284073,174857,458930,227057,77779,5960,142816,502,36.88,173689,3370,0,2538,617,50,879,400746,549894,48507
UTTAR PRADESH,9,BALLIA,4737.11,2989.07,1139.7,608.34,2643.95,5520.93,909.68,9074.56,2386.28,2244.84,537.5,5168.62,172179,136937,309116,115,4636,1888,10,0,169523,134491,304014,120,4636,1888,4,4,2744.04,3657.53,100,918.83,939.87,100,94.4,111.94,100,109.72,217.7,100,172179,136937,309116,169523,34982,0,130618,279,20.64,134491,1870,312,4784,3098,201,1120,304014,437289,61248
UTTAR PRADESH,10,BALRAMPUR,2443.75,1600.46,603.4,239.89,1838.77,1305.36,194.51,3338.64,1949.43,1280.03,185.88,3415.34,65273,138410,203683,18,2948,1215,3,0,65729,88988,154717,18,2948,1215,3,1,1307.16,2699.96,100,521.6,428.24,82.1,60.76,60.76,100,36,37.8,100,65273,138410,203683,65729,12379,1361,51533,0,20.9,88988,1870,0,1090,38,15,217,154717,296167,25025
UTTAR PRADESH,11,BANDA,5073.28,3381.73,1223.38,468.17,3280.39,2398.41,475.95,6154.75,2397.32,1884.28,474.22,4755.82,120620,78999,199619,10,4149,948,3,0,112173,63471,175644,10,3748,948,3,0,2784.76,4072.13,100,769.23,509.89,66.29,61.59,47.4,76.96,20,20,100,120620,78999,199619,112173,37931,0,73432,810,33.81,63471,12612,0,0,0,0,0,175644,273445,26281
UTTAR PRADESH,12,BARABANKI,5582.06,3549.47,1376.28,656.31,3955.54,3184.24,737.63,7877.41,3447.76,3146.46,610.35,7204.57,199542,377972,577514,26,5100,1798,10,0,206102,303001,509103,26,5100,1798,3,0,3608.3,5614.05,100,982.5,918.44,93.48,96.6,119.91,100,16.36,64.73,100,199542,377972,577514,206102,79797,0,124096,0,38.72,303001,1806,0,0,0,0,0,509103,514291,56246
UTTAR PRADESH,13,BAREILLY,3776.07,2478.06,921.05,376.96,3118.66,1801.56,1052.65,5972.87,2740.5,1574.3,837.92,5152.72,110000,227284,337284,15,4142,1798,5,0,110000,211013,321013,15,4142,1619,5,1,2301.45,4027.48,100,685.48,685.5,100,97.8,101.27,100,30,30,100,110000,227284,337284,110000,33000,0,77000,0,30,211013,1208,0,3324,1747,583,877,321013,475575,154066
UTTAR PRADESH,14,BASTI,5338.11,3361.67,1352.71,623.73,3619.32,1351.29,358.92,5329.53,2838.35,1349.3,358.88,4546.52,160480,120653,281133,40,3695,2223,10,0,130235,89401,219636,37,3695,2036,1,0,3539.24,3645.88,100,620.87,426.51,68.7,116.77,108.8,93.17,80,76.6,95.75,160480,120653,281133,130235,52099,8,50763,710,40.01,89401,3190,0,6260,0,2,5,219636,358566,36700
UTTAR PRADESH,15,BIJNOR,3785.67,2472.81,935.15,377.71,2210.29,1775.69,376.12,4362.09,2279.87,909.29,359.58,3548.74,110403,222569,332972,75,5271,1399,10,0,110403,187491,297894,75,4294,1399,7,0,1346.09,1967.36,100,1163.66,870.6,74.82,69.96,69.97,100,52.91,56.76,100,110403,222569,332972,110403,50962,734,58368,339,46.82,187491,2097,0,1946,2830,9,13,297894,476873,165258
UTTAR PRADESH,16,BUDAUN,2932.13,1794.77,754.59,382.77,2375.2,2301.62,469.4,5146.21,2272.68,1781.44,435.24,4489.36,107603,204479,312082,155,4680,1615,0,0,107603,125275,232878,155,4680,1615,3,1,1446.27,3544,100,732.12,553.2,75.56,80.76,65.98,81.7,106.56,95.9,90,107603,204479,312082,107603,31313,0,76290,0,29.1,125275,1657,0,2830,890,54,213,232878,501193,125812
UTTAR PRADESH,17,BULANDSHAHR,2055.59,1383.67,537.29,134.63,1772.89,771.48,159.18,2703.55,1256.48,733.94,126.87,2117.29,28885,283408,312293,8,4868,2041,8,0,31996,223416,255412,8,4308,2041,1,0,314.57,1154.48,100,1007.28,691.94,68.69,103.89,80.7,77.68,11.55,11.55,100,28885,283408,312293,31996,11765,0,20231,5464,36.77,223416,5260,0,3035,2603,19,406,255412,438742,111092
UTTAR PRADESH,18,CHANDAULI,2007.56,1290.49,453.31,263.76,1663.47,1083.37,858.23,3605.07,1265.88,933.47,336.68,2536.03,92022,108852,200874,25,2287,1102,10,0,96318,86107,182425,25,2287,1102,10,0,1086.36,1774.98,100,350.23,352.69,100,55.1,56.26,100,50,50,100,92022,108852,200874,96318,27728,0,64272,0,28.79,86107,0,0,0,0,0,0,182425,256548,31608
UTTAR PRADESH,19,CHITRAKOOT,1135.11,722.64,279.92,132.55,854.49,1101.06,94.99,2050.54,810.81,666.77,86.44,1564.02,38082,102505,140587,0,1920,479,5,0,42652,63535,106187,0,1920,479,1,0,511.33,1064.92,100,303.5,373.15,100,26.38,19.9,75.44,0,0,0,38082,102505,140587,42652,11324,0,31328,0,26.55,63535,1949,0,361,161,58,60,106187,150784,8582
UTTAR PRADESH,20,DEORIA,6481.13,4280.7,1550.34,650.09,4368.55,2203.52,1199.15,7771.22,3390.76,2053.14,965.32,6409.22,181225,198893,380118,39,4696,1461,10,0,172707,172867,345574,31,4696,1461,2,0,3683.89,5245.29,100,815.23,809.07,99.24,86.42,96.11,100,78,63.8,81.79,181225,198893,380118,172707,57472,0,114965,257,33.28,172867,6673,0,2976,918,232,320,345574,426692,47321
UTTAR PRADESH,21,ETAH,2196.39,1442.27,511.24,242.88,1616.33,919.55,1428.6,3964.48,1381.16,919.54,455.3,2756,62001,143740,205741,30,3455,1347,7,1,69140,111863,181003,30,5220,1796,2,0,869.98,1870.89,100,671.27,563.9,84,67.34,89.8,100,60,60,100,62001,143740,205741,69140,13734,0,55348,57,19.86,111863,605,0,0,0,0,0,181003,245668,56956
UTTAR PRADESH,22,ETAWAH,3550.2,2310.58,848.61,391.01,2318.32,1169,360.94,3848.26,2033.68,1169,355.15,3557.84,94097,223387,317484,44,2925,1223,3,1,94097,155801,249898,44,2925,1223,4,0,1832.18,2600.14,100,500.96,516.61,100,69.62,77.12,100,88,88,100,94097,223387,317484,94097,37669,0,56428,0,40.03,155801,50700,220,5800,830,68,915,249898,214002,29416
UTTAR PRADESH,23,FAIZABAD,2800.59,1743.82,677.57,379.2,1962.89,1603.22,511.22,4077.33,1694.15,1513.89,342.77,3550.81,103376,105998,209374,10,2085,1140,10,0,103166,96288,199454,10,2085,1140,8,0,1830.67,2818.12,100,361.56,340.39,94.14,57.01,62.01,100,20,20.14,100,103376,105998,209374,103166,25790,0,76968,624,25,96288,1050,0,0,0,0,0,199454,362059,36017
UTTAR PRADESH,24,FARRUKHABAD,4121.39,2650.64,1019.16,451.59,2984.15,2072.97,346.03,5403.15,2888.99,1671.21,309.64,4869.84,120471,54314,174785,35,3143,1227,2,1,120471,54314,174785,35,3143,1227,3,0,2820.05,3821.81,100,574.2,639.22,100,61.36,61.93,100,70,70,100,120471,54314,174785,120471,37587,0,82864,20,31.2,54314,2189,0,3827,1510,173,508,174785,239285,44794
UTTAR PRADESH,25,FATEHPUR,3596.43,2332.75,881.1,382.58,2601.11,1237.7,296.43,4135.24,1881.49,1237.68,293.67,3412.84,104414,202040,306454,15,3938,1548,5,0,99981,135465,235446,15,3938,1548,5,0,2049.25,2556.39,100,656.27,656.27,100,77.4,77.4,100,30,30,100,104414,202040,306454,99981,38002,0,59371,0,38.01,135465,4010,0,440,105,44,32,235446,416615,55186
UTTAR PRADESH,26,FIROZABAD,1308.36,884.5,335.54,88.32,1128.4,347.86,66.28,1542.54,984.3,313.29,65.36,1362.95,19843,228195,248038,10,3232,963,3,1,20878,166704,187582,10,3232,963,0,0,400.47,754.97,100,500.1,402.52,80.49,48.16,48.15,99.98,20,18,90,19843,228195,248038,20878,6873,0,14005,0,32.92,166704,2608,0,2821,1367,235,388,187582,271428,30381
UTTAR PRADESH,27,GAUTAM BUDDHA NAGAR,1090.5,620.74,324.7,145.06,717.52,224.55,53.68,995.75,491.52,225.37,54.36,771.25,14574,58357,72931,15,1414,716,1,1,14302,53142,67444,15,1582,716,0,0,243.51,464.06,100,432.17,189.31,43.8,35.81,35.95,100,30,33,100,14574,58357,72931,14302,3560,0,10670,0,24.89,53142,0,0,0,0,0,0,67444,109179,34892
UTTAR PRADESH,28,GHAZIABAD,1561.65,1078.31,417.11,66.23,1150.39,255.64,65.59,1471.62,816.22,241.75,64.21,1122.18,10810,85267,96077,5,3602,1075,5,0,10810,83990,94800,5,1946,1075,2,0,139.98,563.66,100,930.8,271.73,29.19,66.27,66.31,100,10,10,100,10810,85267,96077,10810,5673,0,5137,0,52.48,83990,2447,0,1005,835,178,225,94800,242727,112203
UTTAR PRADESH,29,GHAZIPUR,5154.82,3292.96,1250.35,611.51,3593.31,2295.3,415.26,6303.87,3123.62,2134.4,414,5672.02,184061,288972,473033,100,3878,1517,10,0,184906,156030,340936,100,3878,1517,10,2,3174.66,4654.68,100,741.67,548.58,73.97,75.86,136.85,100,66.35,80.62,100,184061,288972,473033,184906,94937,0,89935,35,51.34,156030,2525,0,2014,929,110,196,340936,485939,56393
UTTAR PRADESH,30,GONDA,4888.83,3125.16,1229.45,534.22,3419.05,1301.63,350.45,5071.14,2702.58,1300.96,350.45,4353.99,136500,198080,334580,16,4298,2031,6,2,119470,144409,263879,16,4298,1574,4,2,2958.78,3285.84,100,915.96,725.2,79.17,142.82,94.41,66.1,32,32,100,136500,198080,334580,119470,35460,0,83812,47,29.68,144409,15870,0,2280,558,97,441,263879,500060,42701
UTTAR PRADESH,31,GORAKHPUR,7032.97,4555.48,1683.08,794.41,4876.92,2929.09,1595,9401.01,3948.98,2600.05,504.5,7053.52,211033,280101,491134,121,6036,1823,10,0,211034,208632,419666,121,4877,1823,3,0,3838.29,4751.92,100,1175.62,769.98,65.5,91.16,91.17,100,106.85,106.86,100,211033,280101,491134,211034,38048,0,70342,0,18.03,208632,1509,0,0,0,0,0,419666,559062,62471
UTTAR PRADESH,32,HAMIRPUR,3391.22,2224.23,822.06,344.93,2213.48,1655.13,649.21,4517.82,1433.87,1276.6,334.36,3044.84,101382,75310,176692,0,1950,707,4,0,85181,50767,135948,0,1950,707,4,0,2556.02,2700.44,100,334,257.04,76.96,35.36,35.36,100,0,0,0,101382,75310,176692,85181,24718,0,60463,0,29.02,50767,1108,0,0,0,0,0,135948,171971,26337
UTTAR PRADESH,33,HARDOI,7897.01,5253.95,1864.62,778.44,5415.3,4989.94,799.75,11204.98,4760.29,4871.04,798.13,10429.45,199989,231215,431204,5,8478,1978,10,0,199989,212685,412674,5,5627,1978,10,5,3435.73,8700.09,100,1977.36,1015.9,51.38,98.9,101.54,100,10,20,100,199989,231215,431204,199989,79995,0,119994,0,40,212685,1201,0,0,0,0,0,412674,619495,81970
UTTAR PRADESH,34,JALAUN,3114.18,1957.02,812.48,344.68,1718.76,2098.01,370.1,4186.86,1901,1127.09,338.79,3366.88,101928,71232,173160,20,2686,873,12,0,91591,58760,150351,20,2700,873,6,0,2112.41,2728.81,100,465.3,401.55,86.3,43.66,43.74,100,40,40.2,100,101928,71232,173160,91591,18028,0,35259,0,19.68,58760,1964,0,886,246,81,91,150351,216920,44640
UTTAR PRADESH,35,JAUNPUR,8986.42,5931.54,2152.12,902.76,6215.39,3870.26,898.61,10984.26,4875.38,3460.8,806.22,9142.41,250000,444693,694693,138,7179,3897,10,0,254656,351736,606392,138,5575,3897,8,8,4568.9,7105.09,100,1577.09,1112.73,70.56,194.86,204.85,100,145.32,145.31,99.99,250000,444693,694693,254656,90125,0,164531,0,35.39,351736,3271,0,5928,2086,87,247,606392,615793,62663
UTTAR PRADESH,36,JHANSI,2066.57,1340.36,499.06,227.15,1627.88,960.44,282.68,2871,1472.8,867.17,276.18,2616.16,58826,78506,137332,20,2808,912,6,0,60086,56416,116502,20,2808,912,6,3,1018.09,1681.96,100,487.2,484.3,99.4,45.6,45.75,100,40,113.36,100,58826,78506,137332,60086,32949,0,27116,21,54.84,56416,0,0,0,0,0,0,116502,214711,26369
UTTAR PRADESH,37,JYOTIBA PHULE NAGAR,2206.61,1481.39,532.54,192.68,1631.47,902.78,224.78,2759.04,1528.82,882.31,171.73,2582.86,48008,113276,161284,0,2389,1032,0,0,48008,105068,153076,0,2290,1032,2,1,1026.34,1732.19,100,465.96,357.26,76.67,53.53,49.75,92.94,0,0,0,48008,113276,161284,48008,5664,0,42341,3,11.8,105068,411,0,229,101,12,14,153076,234453,54799
UTTAR PRADESH,38,KANNAUJ,3765.71,2476.18,892.05,397.48,2494.06,985.28,331.57,3810.91,2429.03,970.29,293.13,3692.45,101497,280737,382234,46,2388,1440,6,1,103510,203178,306688,46,2373,1440,2,1,2139.54,2680.87,100,448.86,373.6,83.23,90.05,90.04,99.99,86,92,100,101497,280737,382234,103510,41814,55,60795,901,40.45,203178,473,0,2219,382,62,261,306688,232517,25668
UTTAR PRADESH,39,KANPUR DEHAT,3555.9,2228.11,875.53,452.26,2629.22,1952.06,699.72,5281,2298.23,1352.07,603.72,4254.02,126650,117438,244088,60,3536,1149,10,0,125201,90349,215550,60,3536,1149,5,5,2173.59,2905,100,598.37,598.37,100,57.46,57.5,100,120,188.86,100,126650,117438,244088,125201,42989,0,79433,1248,34.34,90349,1038,0,1645,626,106,242,215550,299000,40789
