State_Name,SL_No,District_Name,Total_Projects_Outlay,ApprShare_Center,ApprShare_State,ApprShare_Beneficiary,Rof_Center,Rof_State,Rof_Beneficiary,Rof_Total,ExpReported_Center,ExpReported_State,ExpReported_Beneficiary,ExpReported_Total,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC,BPL_Appr.(C+S+B),BPL_Exp.(C+S+B),BPL_(%)_age,School_Appr.(C+S+B),School_Exp.(C+S+B),School_(%)_age,Anganwadi_Appr.(C+S+B),Anganwadi_Exp.(C+S+B),Anganwadi_(%)_age,Sanitary_Complex_Appr.(C+S+B),Sanitary_Complex_Exp.(C+S+B),Sanitary_Complex_(%)_age,IHHL_Objective_BPL,IHHL_Objective_APL,IHHL_Objective_Total,IHHL_BPL_Ach_Total_BPL,IHHL_BPL_Ach_SC,IHHL_BPL_Ach_ST,IHHL_BPL_Ach_General,IHHL_BPL_Ach_PH,IHHL_BPL_Ach_%_SC_ST,IHHL_APL_Ach_Total_APL,IHHL_APL_Ach_SC,IHHL_APL_Ach_ST,IHHL_APL_Ach_Small_Marginal_Farmers,IHHL_APL_Ach_Landless_Labourers,IHHL_APL_Ach_PH,IHHL_APL_Ach_Women_Headed_Households,IHHL_Total,Rural_Households,Census_2001_IHHL
GUJARAT,17,PANCH MAHALS,4868.75,3146.22,1133.76,588.77,2693.53,1100.09,4040.29,7833.91,2956.08,1022.23,3594.28,7572.58,156835,223369,380204,61,3272,1578,22,0,154234,147044,301278,91,3272,1400,23,0,3074.81,6074.32,100,838.6,769.04,91.71,82.72,67.8,81.96,36.6,50,100,156835,223369,380204,154234,9380,40119,104735,100,32.09,147044,8773,22401,2081,450,35,203,301278,378617,29781
GUJARAT,18,PATAN,1886.19,1256.48,406.13,223.58,1295.01,412.41,240.4,1947.82,1065.54,412.41,240.4,1718.35,58741,122970,181711,58,760,773,10,0,60055,111314,171369,42,762,773,10,0,1214.26,1156.63,95.25,152,152,100,41.42,34.61,83.56,51.23,37.48,73.16,58741,122970,181711,60055,16853,2992,40210,0,33.04,111314,4641,350,2034,737,11,139,171369,210593,37263
GUJARAT,19,PORBANDAR,832.1,510.42,208.27,113.41,410.67,415.73,25.92,852.32,415.67,277.71,25.87,719.25,17024,49264,66288,64,715,178,4,0,17024,38596,55620,64,469,128,4,0,323.17,317.85,98.35,223.26,143.84,64.43,11.55,11.87,100,128,21.93,17.13,17024,49264,66288,17024,1796,1202,14013,13,17.61,38596,1058,12,1026,1002,2,54,55620,63553,8130
GUJARAT,20,RAJKOT,2881.35,1928.31,622.35,330.69,1838.19,546.67,289.61,2674.47,1470.08,527.38,260.04,2257.5,78753,187031,265784,71,2532,820,10,0,79859,119391,199250,129,2400,820,14,0,1558.55,1069.11,68.6,531.6,444.6,83.63,41.02,44.18,100,108.6,143.32,100,78753,187031,265784,79859,4776,0,75083,0,5.98,119391,979,0,1765,1854,27,139,199250,313713,63010
GUJARAT,21,SABAR KANTHA,5914.82,3803.94,1627.77,483.11,3110,1016.87,474.47,4601.34,2484.07,1016.87,474.07,3975.01,151382,297657,449039,63,3611,1304,0,0,151382,218208,369590,31,3577,1304,10,0,4222.24,2467.24,58.43,970.46,950.25,97.92,82.82,82.64,99.78,29.86,35.34,100,151382,297657,449039,151382,30276,37846,83260,0,45,218208,4581,1843,11435,3360,69,280,369590,404203,79532
GUJARAT,22,SURAT,5098.82,3352.76,1169.57,576.49,2927.25,1056.06,523.87,4507.18,2696.12,1051.17,515.5,4262.79,158797,155542,314339,51,1878,2443,0,0,158797,146922,305719,55,1878,2335,22,0,3254.98,3016.97,92.69,485.26,485.25,100,149.35,141.29,94.6,102,100,98.04,158797,155542,314339,158797,7032,136928,14837,0,90.66,146922,0,752,0,0,0,0,305719,263433,99412
GUJARAT,23,SURENDRANAGAR,2679.4,1724.97,659.63,294.8,1419.25,513.78,252.34,2185.37,1046.09,371.1,205.93,1623.12,83235,181248,264483,55,727,1024,0,0,70660,128456,199116,136,727,850,41,0,1967.41,964.88,49.04,181.42,180.72,99.61,71.66,17.42,24.31,32.6,118.27,100,83235,181248,264483,70660,5410,389,64861,0,8.21,128456,7212,951,207,162,9,27,199116,241831,30352
GUJARAT,24,VADODARA,5186.12,2988.53,1361.87,835.72,2359.18,838.6,201.66,3399.44,1878.79,819.67,202.64,2901.1,140958,243750,384708,50,2929,3748,10,0,133420,121273,254693,100,2929,3233,18,0,3103.79,1401,45.14,859.56,664.75,77.34,229.68,129.63,56.44,100,169.6,100,140958,243750,384708,133420,9727,79310,43135,330,66.73,121273,275,365,196,18,13,12,254693,418851,90932
GUJARAT,25,VALSAD,2276.91,1203.93,595.88,477.1,1047.68,459.52,167.51,1674.71,840.51,459.52,160.75,1460.78,85274,40741,126015,131,1031,1398,0,0,109073,61209,170282,115,978,1145,6,1,1661.6,1093.1,65.79,247.16,175.99,71.2,77.5,50.15,64.71,55,47.17,85.76,85274,40741,126015,109073,3184,64416,41473,0,61.98,61209,0,0,0,0,0,0,170282,215288,32482
HARYANA,1,AMBALA,1753.61,1131.99,436.44,185.18,1613.96,355.99,160.37,2130.32,866.23,355.64,157.49,1379.37,43428,67548,110976,65,576,591,6,0,40604,66094,106698,66,576,591,6,0,1041.35,895.24,85.97,159,159.01,100,30.2,30.18,99.93,97.5,99,100,43428,67548,110976,40604,23844,0,16288,6,58.72,66094,0,0,0,0,0,0,106698,112525,33638
HARYANA,2,BHIWANI,1201.35,792.64,252.84,155.87,1626.78,373.58,65.22,2065.58,678.93,258.68,64.06,1001.67,48947,70327,119274,50,344,587,0,0,49247,77427,126674,50,344,587,1,0,630.37,583.84,92.62,68.8,70.34,100,29.36,29.44,100,75,75,100,48947,70327,119274,49247,18530,0,30717,86,37.63,77427,0,0,0,0,0,0,126674,245761,50032
HARYANA,3,FARIDABAD,885.66,569.78,206.76,109.12,1042.53,258.83,74.37,1375.73,432.29,174.67,73.98,680.94,22254,83065,105319,76,310,640,5,1,23388,80480,103868,76,338,640,6,1,417.5,286.89,68.72,62,67.6,100,45.57,46.57,100,114,114,100,22254,83065,105319,23388,7073,0,16315,0,30.24,80480,0,0,0,0,0,0,103868,60315,32781
HARYANA,4,FATEHABAD,1141.97,624.73,303.02,214.22,1055.71,306.71,171.66,1534.08,516.49,263.15,171.66,951.3,25642,58681,84323,80,762,460,0,0,25642,58681,84323,65,762,460,6,1,463.12,395.7,85.44,194.4,174.65,89.84,31.69,27.56,86.97,127.5,94.5,74.12,25642,58681,84323,25642,16346,0,8603,0,63.75,58681,0,0,0,0,0,0,84323,141266,46019
HARYANA,5,GURGAON,520.83,335.24,118.98,66.61,763.4,167.65,814.35,1745.4,304.26,126.34,79.28,509.88,10522,51888,62410,59,492,399,0,0,14822,52290,67112,59,492,399,0,0,140.45,176,100,98.4,98.4,100,24.28,15.05,61.99,97.5,115.5,100,10522,51888,62410,14822,3143,0,10947,182,21.2,52290,0,0,0,0,0,0,67112,88013,53862
HARYANA,6,HISAR,1576.33,1021.19,362.55,192.6,1621.18,606.86,144.92,2372.96,940.78,331.22,144.52,1416.52,46463,101738,148201,65,805,391,0,0,46463,101738,148201,54,830,440,9,0,803.7,812.89,100,161,193.65,100,19.56,22.84,100,94.2,84,89.17,46463,101738,148201,46463,26898,0,19565,75,57.89,101738,0,0,0,0,0,0,148201,221028,58862
HARYANA,7,JHAJJAR,891.5,591.44,201.2,98.86,1054.48,169.87,47.98,1272.33,449.27,169.87,40.34,659.48,22014,72731,94745,67,160,655,0,0,22014,72731,94745,67,160,655,5,0,457.74,311.68,68.09,32,33.06,100,36.87,35.6,96.56,100.5,100.5,100,22014,72731,94745,22014,8352,0,13662,0,37.94,72731,0,0,0,0,0,0,94745,134340,21036
HARYANA,8,JIND,2028.91,1129.18,546.04,353.69,1494,488.76,516.14,2498.9,806.78,388.77,272.83,1468.37,58000,120534,178534,82,233,448,0,0,57695,120817,178512,59,248,448,7,0,1401.12,995.9,71.08,59.51,64.76,100,23.27,23.12,99.36,117,87.9,75.13,58000,120534,178534,57695,29872,0,27823,0,51.78,120817,24024,0,6422,1286,662,567,178512,187059,23244
HARYANA,9,KAITHAL,1295.2,639.22,343.34,312.64,1138.16,550.04,583.11,2271.31,649.72,311.56,291.1,1252.38,37046,46392,83438,83,253,8,0,0,36589,63738,100327,83,253,8,0,0,739.69,682.09,92.21,50.6,71.12,100,0.4,4.66,100,117.23,116.7,99.55,37046,46392,83438,36589,18799,0,17767,681,51.38,63738,0,0,0,0,0,0,100327,154438,29966
HARYANA,10,KARNAL,1254.24,702.55,328.62,223.07,1357.98,519.67,263.38,2141.03,662.56,318.85,233.78,1215.2,45973,126699,172672,76,970,582,0,0,49000,125336,174336,76,970,582,5,0,573.12,574.27,100,253.1,249.6,98.62,37.44,37.44,100,114,114,100,45973,126699,172672,49000,21847,0,27153,44,44.59,125336,1282,0,1549,2904,32,484,174336,194003,46558
HARYANA,11,KURUKSHETRA,1248.57,694.64,338.67,215.26,1210.23,489.89,186.54,1886.66,568.88,290.17,174.08,1033.12,30598,67780,98378,100,563,465,0,0,30965,68019,98984,100,563,465,5,0,638.25,564.8,88.49,156.86,154.39,98.43,28.66,23.43,81.75,167.5,96.75,57.76,30598,67780,98378,30965,9952,0,21013,0,32.14,68019,5797,0,0,850,0,0,98984,126220,31754
HARYANA,12,MAHENDRAGARH,625.34,394.2,139.2,91.94,1023.57,141.25,126.6,1291.42,371.19,135.37,92.16,598.72,17500,80000,97500,81,253,554,0,0,18122,80000,98122,81,253,554,1,0,302.69,280.17,92.56,50.6,50.6,100,27.7,27.7,100,121.5,121.5,100,17500,80000,97500,18122,7723,0,9777,0,42.62,80000,0,0,0,0,0,0,98122,145235,20940
HARYANA,13,MEWAT,947.93,634.09,221.59,92.25,1241.33,268.74,143,1653.07,624.74,230.71,142.45,997.9,21875,99024,120899,50,497,185,0,0,21488,53411,74899,50,497,185,5,0,504.97,626.79,100,99.4,99.4,100,9.25,9.25,100,75,75,100,21875,99024,120899,21488,4438,0,17050,0,20.65,53411,0,0,0,0,0,0,74899,137261,34064
HARYANA,14,PANCHKULA,397.79,257.66,92.07,48.06,463.55,82.14,34.22,579.9,228.67,81.34,34.12,344.13,8760,18801,27561,58,126,68,0,0,10114,21614,31728,58,126,97,3,0,156.34,155.98,99.77,25.2,25.07,99.48,3.4,4.65,100,87,93.84,100,8760,18801,27561,10114,2935,0,7179,27,29.02,21614,0,0,0,0,0,0,31728,42651,11832
HARYANA,15,PANIPAT,1016.81,489.84,263.53,263.44,831.95,396.4,260.85,1489.2,481.35,270.25,235.2,986.8,28000,39720,67720,64,182,216,0,0,28610,40616,69226,64,235,289,10,1,554.96,542.83,97.81,36.4,53.19,100,10.8,11.52,100,111.81,104.97,93.88,28000,39720,67720,28610,15245,0,13313,52,53.29,40616,86,0,300,460,5,45,69226,114922,27729
HARYANA,16,REWARI,1156.72,763.99,272.43,120.3,1244.65,424.87,120.1,1789.62,566.76,210.91,113.52,891.19,30000,66388,96388,50,694,0,0,0,27114,64821,91935,49,696,19,5,0,644.51,498.59,77.36,138.8,156.45,100,0,0.99,0,75,63,84,30000,66388,96388,27114,13264,0,13850,2,48.92,64821,0,0,0,0,0,0,91935,126261,27389
HARYANA,17,ROHTAK,751.85,479.1,168.23,104.52,779.77,170.73,57.65,1008.15,350.28,144.36,55.15,549.79,22171,79851,102022,79,156,17,0,0,22577,79916,102493,79,158,17,2,2,422.76,256.33,60.63,31.2,38.67,100,0.86,0.86,100,118.5,108.74,91.76,22171,79851,102022,22577,10198,0,12379,0,45.17,79916,0,0,0,0,0,0,102493,115506,26309
HARYANA,18,SIRSA,1009.16,650.49,218.3,140.37,1315.49,213.36,145.13,1673.98,638.46,209.91,145.13,993.49,35400,28111,63511,50,400,354,0,0,35400,28111,63511,50,400,354,4,0,515.87,497.16,96.37,80,80.57,100,17.7,17.24,97.4,75,73.76,98.35,35400,28111,63511,35400,24780,0,10620,0,70,28111,0,0,0,0,0,0,63511,178789,93970
HARYANA,19,SONIPAT,1130.43,563.34,302.5,264.6,1120.93,598.61,690.16,2409.7,353.24,150.61,91.55,595.4,29808,94725,124533,50,100,368,5,0,30300,134800,165100,50,100,368,5,4,738.89,239.06,32.35,20,20,100,18.4,18.4,100,75,75,100,29808,94725,124533,30300,11923,0,18377,0,39.35,134800,30300,0,0,0,0,0,165100,180286,41480
HARYANA,20,YAMUNANAGAR,2253.64,1457.36,570.7,225.58,1696.2,435.35,142.01,2273.56,905.65,402.58,136.34,1444.57,52539,84491,137030,50,1284,611,0,0,52539,86442,138981,50,1284,611,10,0,1147.33,779.38,67.93,373.63,323.34,86.54,38.87,34.53,88.83,75,67.5,90,52539,84491,137030,52539,26626,0,25913,0,50.68,86442,0,0,0,0,0,0,138981,133009,26112
HIMACHAL PRADESH,1,BILASPUR,1157.15,793.98,284.38,78.79,667.62,188.32,39.01,894.96,512.02,183.48,39.01,734.51,11931,38738,50669,100,957,500,6,0,13221,39706,52927,55,850,466,0,0,248.64,115.16,46.32,296.11,234.18,79.09,33.4,23.3,69.76,200,123,61.5,11931,38738,50669,13221,3347,694,9180,0,30.57,39706,191,23,114,0,1,103,52927,74661,21169
HIMACHAL PRADESH,2,CHAMBA,2367.96,1360.06,622.82,385.08,1188.99,347.96,80.01,1616.96,1124.96,336.87,80.01,1541.84,44429,31646,76075,50,1778,105,10,0,58422,41909,100331,50,1778,158,0,0,1359.33,466.7,34.33,519.51,708.15,100,5.26,7.73,100,100,108.18,100,44429,31646,76075,58422,17877,24750,15748,67,72.96,41909,700,1002,6,0,0,15,100331,94574,15041
HIMACHAL PRADESH,3,HAMIRPUR,1281.89,888.67,316.82,76.4,831.49,226.2,54.63,1112.32,628.51,225.27,54.64,908.43,11593,45592,57185,60,1400,900,3,0,11663,46133,57796,43,1144,691,1,0,289.43,277.33,95.82,433,289.64,66.89,60.56,36.37,60.06,120,82.99,69.16,11593,45592,57185,11663,3540,38,8085,14,30.68,46133,0,0,0,0,0,0,57796,97893,28398
HIMACHAL PRADESH,4,KANGRA,4345.77,3087.38,1063.16,195.23,2156.75,511.7,8.36,2676.81,1512.28,460.59,8.17,1981.05,45000,159201,204201,116,4000,4200,4,0,61930,269640,331570,59,2844,3958,1,0,1289.79,345.28,26.77,1362.96,974.76,71.52,375,68.9,18.37,232.02,71.52,30.82,45000,159201,204201,61930,14882,2659,44389,0,28.32,269640,620,305,2460,33,2,1090,331570,316419,70611
HIMACHAL PRADESH,5,KINNAUR,301.07,207.89,76.88,16.3,157.18,34.5,6.9,198.58,89.74,32.88,4.44,127.06,1560,13383,14943,65,350,226,1,0,1560,13263,14823,28,272,66,0,0,42.08,0.05,0.12,84.43,37.07,43.91,20.96,7.9,37.69,62.5,36.94,59.1,1560,13383,14943,1560,798,762,0,0,100,13263,0,0,0,0,0,0,14823,19535,7582
HIMACHAL PRADESH,6,KULLU,1145.97,776.61,296.66,72.7,731.54,217.89,30.11,979.54,542.2,209.91,28.79,780.9,9989,41986,51975,150,1150,956,2,0,9989,45947,55936,113,1150,942,0,0,256.18,242.61,94.7,324.51,249.3,76.82,75.61,12.39,16.39,300,171.4,57.13,9989,41986,51975,9989,4506,160,5305,18,46.71,45947,48,2,362,13,0,17,55936,84501,16182
HIMACHAL PRADESH,7,LAHAUL & SPITI,154.05,103.22,41.47,9.36,58.8,23.07,0,81.87,46.7,19.23,0,65.93,2413,3049,5462,4,263,112,1,0,2413,3049,5462,4,263,112,1,0,71.89,0,0,58.16,11.95,20.55,5.7,2.1,36.84,0.8,41.11,100,2413,3049,5462,2413,540,1873,0,0,100,3049,0,0,0,0,0,0,5462,6695,5425
HIMACHAL PRADESH,8,MANDI,2287.1,1359.93,627.46,299.71,1574.04,540.75,267.71,2382.49,1177.35,540.58,267.61,1985.55,34407,117797,152204,100,3409,224,10,0,34408,117797,152205,125,3434,124,5,0,721.89,706.24,97.83,861.34,721.45,83.76,17.76,12.2,68.69,200,174.12,87.06,34407,117797,152204,34408,13639,747,19787,0,41.81,117797,0,0,0,0,0,0,152205,204051,46112
HIMACHAL PRADESH,9,SHIMLA,1864.86,1293.65,452.59,118.62,1345.43,378.55,108.76,1832.74,1070.75,355.89,97.64,1524.28,23874,53231,77105,70,2489,923,10,0,25020,55599,80619,70,2489,840,0,0,546.91,541.43,99,634.89,505,79.54,58.06,47.1,81.12,140,136.95,97.82,23874,53231,77105,25020,11970,0,13050,0,47.84,55599,0,0,0,0,0,0,80619,130864,27624
HIMACHAL PRADESH,10,SIRMAUR,2707.19,1875.3,686.5,145.39,1397.98,442.59,65.29,1905.86,1133.44,428.22,64.59,1626.25,13753,44978,58731,264,2804,223,6,0,13671,70126,83797,75,1852,223,6,2,359.79,321.76,89.43,1026.99,755.31,73.55,21.32,12.17,57.08,463.2,222.5,48.04,13753,44978,58731,13671,4972,305,8394,29,38.6,70126,194,14,378,5,6,37,83797,84317,16831
HIMACHAL PRADESH,11,SOLAN,1265.26,845.41,339.09,80.76,567.24,227.53,122.14,916.91,523.46,198.63,57.43,779.51,10858,38230,49088,225,1288,1244,4,0,10858,38230,49088,218,1288,1244,1,0,230.58,228.58,99.13,380.26,248.83,65.44,101.42,29.8,29.38,375,115.66,30.84,10858,38230,49088,10858,4882,1413,4563,0,57.98,38230,0,0,0,0,0,0,49088,97237,26150
HIMACHAL PRADESH,12,UNA,754.28,526.3,189.5,38.48,564.46,139.92,115.12,819.5,310.01,120.47,9.52,440,8360,44752,53112,25,850,695,2,0,8360,44752,53112,25,850,695,5,0,220.6,0,0,277.67,244.92,88.21,60.26,34.55,57.33,50,50,100,8360,44752,53112,8360,2897,130,5333,0,36.21,44752,10065,8873,0,0,0,0,53112,99791,23077
JAMMU & KASHMIR,1,ANANTNAG,3493.37,2440.13,763.1,290.14,1385.79,287.11,1343.81,3016.71,1316.96,287.17,212.92,1817.06,75476,18061,93537,50,1315,75,3,0,64492,19768,84260,50,1315,9,0,0,2330.61,1430.14,61.36,265.03,262.39,99,7.12,0.45,6.32,100,89.32,89.32,75476,18061,93537,64492,0,0,64492,0,0,19768,0,0,0,0,0,0,84260,109465,63834
JAMMU & KASHMIR,2,BANDIPORA,962.47,670.15,234.65,57.67,290.22,116.7,174.77,581.69,278.77,46.11,7.15,332.04,13100,31466,44566,10,360,10,10,0,7009,0,7009,7,150,0,0,0,524,277.22,52.9,138.6,35.75,25.79,1,0,0,20,9.46,47.3,13100,31466,44566,7009,0,1058,3905,0,15.09,0,0,0,0,0,0,0,7009,47620,15488
JAMMU & KASHMIR,3,BARAMULLA,3299.59,2327.66,737.86,234.07,1237.4,301.24,150.47,1689.11,1025.76,295.15,145.81,1466.72,68290,64211,132501,52,1164,22,8,0,32670,18302,50972,49,1164,2,0,0,2443.26,1116.66,45.7,244.27,240.98,98.65,2.2,0.2,9.09,75.41,65.62,87.02,68290,64211,132501,32670,0,7093,25277,0,21.71,18302,0,0,0,0,0,0,50972,119791,91281
JAMMU & KASHMIR,4,BUDGAM,2463.41,1733.42,563.73,166.26,985.55,221.38,96.65,1303.58,773.18,221.3,94.07,1088.56,47801,24580,72381,77,1296,37,6,0,21578,8500,30078,77,1176,6,0,0,1740.14,688.78,39.58,327.1,257.62,78.76,3.42,0.25,7.31,105.39,61.73,58.57,47801,24580,72381,21578,0,1984,19594,0,9.19,8500,0,0,0,0,0,0,30078,86083,55364
JAMMU & KASHMIR,5,DODA,4129.34,2917,986.64,225.7,1648.34,363.4,242.76,2254.5,1377.36,357.58,137.44,1872.37,73029,25779,98808,50,4033,23,10,4,41819,9945,51764,100,2819,20,0,0,2302.03,1037.17,45.05,1174.76,691.58,58.87,1.32,0.72,54.55,100,22.29,22.29,73029,25779,98808,41819,1702,1909,11676,0,8.63,9945,0,0,0,0,0,0,51764,72580,14150
JAMMU & KASHMIR,6,JAMMU,3159.33,2207.31,748.84,203.18,1346.2,264.81,93.76,1704.77,1018.8,264.81,93.76,1377.37,50950,113373,164323,50,2607,36,6,0,16824,28799,45623,50,2165,36,2,0,1900.56,619.99,32.62,664.03,467.37,70.38,2.96,2.55,86.15,75,100,100,50950,113373,164323,16824,0,0,0,0,0,28799,0,0,0,0,0,0,45623,155851,43876
JAMMU & KASHMIR,7,KARGIL,1246.2,859.82,326.4,59.98,353.13,92.53,15.36,461.02,289.17,71.56,15.34,376.06,8475,0,8475,55,1545,10,5,0,3307,600,3907,31,706,1,0,0,307.5,61.6,20.03,578.17,253.42,43.83,1,0.1,10,101,43.02,42.59,8475,0,8475,3307,0,3307,0,0,100,600,0,0,0,0,0,0,3907,15442,14156
JAMMU & KASHMIR,8,KATHUA,1392.82,975.68,323.78,93.36,813.07,190.57,267.45,1271.09,662.28,180.43,86.32,929.03,25978,64408,90386,60,1049,33,7,0,10251,26563,36814,54,1048,10,1,0,864.8,537.83,62.19,243.66,250.82,100,3.32,0.83,25,14.49,97.19,100,25978,64408,90386,10251,4887,706,4579,25,54.56,26563,1187,110,2031,0,43,251,36814,100283,13439
JAMMU & KASHMIR,9,KISHTWAR,1691.36,1201.39,421.02,68.95,258.65,71.84,11.41,341.9,138.68,71.84,11.41,221.93,22318,0,22318,10,1285,0,0,0,6754,0,6754,5,525,0,0,0,892.72,156.27,17.5,494.73,51.84,10.48,0,0,0,20,5.35,26.75,22318,0,22318,6754,0,0,0,0,0,0,0,0,0,0,0,0,6754,41968,4699
JAMMU & KASHMIR,10,KULGAM,746.48,519.56,180.68,46.24,64.86,101.25,109.55,275.66,66.59,101.25,15.36,183.2,11568,27306,38874,10,286,15,0,0,7078,4000,11078,10,236,15,0,0,432.72,95.93,22.17,110.11,37.01,33.61,1.52,0.2,13.16,20,37.67,100,11568,27306,38874,7078,0,3000,3000,0,42.38,4000,0,0,0,0,0,0,11078,56316,25068
JAMMU & KASHMIR,11,KUPWARA,2923.92,2049.74,700.41,173.77,1174.19,276.08,76.44,1526.71,764.26,276.08,76.44,1116.78,58068,18208,76276,50,2359,105,6,0,27947,4672,32619,47,1702,13,2,0,1730.79,552,31.89,710.82,475.13,66.84,9.92,0.7,7.06,100,60.7,60.7,58068,18208,76276,27947,0,1900,23705,63,6.8,4672,0,0,0,0,0,0,32619,96737,40894
JAMMU & KASHMIR,12,LEH (LADAKH),849.48,551.34,221.3,76.84,317.85,120.4,20.45,458.7,229.92,114.32,20.45,364.7,6090,0,6090,250,351,400,3,0,5296,0,5296,240,350,132,0,0,176.81,101.22,57.25,86.11,85.31,99.07,39.7,12.51,31.51,431.6,135.72,31.45,6090,0,6090,5296,0,5296,0,0,100,0,0,0,0,0,0,0,5296,14590,14757
JAMMU & KASHMIR,13,POONCH,2111.59,1462.47,493.81,155.31,848.97,262.11,110.88,1221.96,651.25,240.28,105.39,996.92,37764,27507,65271,82,1560,51,6,0,20372,11507,31879,81,1244,5,0,0,1225.99,570.69,46.55,443.17,285.06,64.32,5.12,0.5,9.77,107.33,88.64,82.59,37764,27507,65271,20372,0,0,0,0,0,11507,0,0,0,0,0,0,31879,81670,14037
JAMMU & KASHMIR,14,PULWAMA,2187.01,1526.8,510.68,149.53,728.01,262.74,168.54,1159.29,473.85,246.36,168.53,888.74,41902,13141,55043,64,1384,48,6,0,14778,10081,24859,64,1227,7,4,0,1374.31,392.19,28.54,351.17,296.98,84.57,4.5,0.33,7.33,102.8,97.91,95.24,41902,13141,55043,14778,0,103,14675,0,0.7,10081,0,0,0,0,0,0,24859,71063,50861
JAMMU & KASHMIR,15,RAJAURI,1921.22,1338.65,448.22,134.35,843.24,921.09,51.49,1815.82,506.07,921.09,51.01,1478.17,37507,223960,261467,12,1241,5,2,0,9677,15595,25272,12,1229,6,1,0,1370.61,1088.89,79.45,294.08,308.03,100,0.52,0.5,96.15,24,33.1,100,37507,223960,261467,9677,180,2237,1737,7,24.98,15595,0,0,0,0,0,0,25272,117183,12543
JAMMU & KASHMIR,16,RAMBAN,1346.71,929.89,347.29,69.53,274.57,58.32,8.19,341.08,164.47,58.22,8.19,230.88,15926,6850,22776,34,1014,25,4,0,1986,0,1986,18,362,2,0,0,637.04,75.61,11.87,390.39,115.98,29.71,2.52,0.9,35.71,68,27.78,40.85,15926,6850,22776,1986,0,0,0,0,0,0,0,0,0,0,0,0,1986,52261,1027
JAMMU & KASHMIR,17,REASI,1553.66,1081.75,385.04,86.87,495.57,63.84,31.19,590.6,344.48,52.14,31.19,427.81,21500,0,21500,10,854,50,4,0,4796,0,4796,12,394,8,0,0,860,230.18,26.77,328.79,157.4,47.87,5,0.8,16,20,24.06,100,21500,0,21500,4796,0,0,0,0,0,0,0,0,0,0,0,0,4796,49914,1907
JAMMU & KASHMIR,18,SAMBA,571.14,397.25,135.62,38.27,141.5,65.37,23.77,230.64,75.78,65.14,19.11,160.03,9849,0,9849,10,70,20,0,0,1287,562,1849,10,45,5,0,0,393.96,98.18,24.92,26.96,17.48,64.84,2,0,0,20,43.7,100,9849,0,9849,1287,0,0,0,0,0,562,0,0,0,0,0,0,1849,53197,6948
JAMMU & KASHMIR,19,SHOPIAN,682.3,472.07,168.72,41.51,224.71,81.18,20.46,326.35,148.93,56.91,20.46,226.3,10196,0,10196,10,300,10,2,0,2521,342,2863,17,97,0,1,0,407.84,157.78,38.69,115.5,30.21,26.16,1,0,0,20,16.32,81.6,10196,0,10196,2521,0,159,2012,0,6.31,342,0,0,0,0,0,0,2863,39486,16770
JAMMU & KASHMIR,20,SRINAGAR,964.02,673.02,220.89,70.11,288.21,154.06,40.25,482.52,277.72,143.54,39.75,461,18434,64408,82842,78,274,70,4,0,9742,18248,27990,82,194,6,4,0,638.49,286.7,44.9,84.77,66.91,78.93,7,0.3,4.29,105.61,68.85,65.19,18434,64408,82842,9742,0,3186,5567,3,32.7,18248,0,49,420,0,3,36,27990,2690,31921
JAMMU & KASHMIR,21,UDHAMPUR,2903.32,2038.97,709.68,154.67,1119.88,287.75,99.37,1507,774.65,286.02,92.68,1153.36,48850,44474,93324,56,2930,25,7,0,18868,7690,26558,45,2099,22,0,0,1634.92,550.6,33.68,843.89,474.28,56.2,1.56,1.66,100,103,91.66,88.99,48850,44474,93324,18868,4057,1858,12904,26,31.35,7690,663,278,355,0,6,27,26558,77104,24321
JHARKHAND,1,BOKARO,4433.2,2956.3,1099.63,377.27,874.29,911.06,71.61,1856.96,490.8,346.7,70.35,907.85,104627,102176,206803,40,1814,249,8,0,34671,5985,40656,6,1814,249,14,14,3209.57,454.28,14.15,397,374.15,94.24,16.33,7.17,43.91,80,6.77,8.46,104627,102176,206803,34671,7566,6212,20813,144,39.74,5985,0,0,0,0,0,0,40656,204021,12820
JHARKHAND,2,CHATRA,3978.16,2661.34,977.35,339.47,1186.4,853.67,98,2138.07,1234.04,506.68,96.3,1837.02,98223,25280,123503,50,1134,526,10,0,57506,5167,62673,19,1134,242,16,16,2900.72,1349.96,46.54,246.6,226.94,92.03,36.77,7.14,19.42,100,38.57,38.57,98223,25280,123503,57506,20007,3865,33634,25,41.51,5167,1161,31,3789,0,0,186,62673,170239,7071
JHARKHAND,3,DEOGHAR,2228.74,1444.93,516.18,267.63,1179.83,614.69,22.42,1816.94,1075.13,478.09,22.42,1575.65,75153,88207,163360,50,464,1057,10,0,75153,21161,96314,1,464,869,0,15,1551.4,1270.7,81.91,92.8,133.76,100,72.6,4.14,5.7,100,2.4,2.4,75153,88207,163360,75153,12401,9045,49826,0,28.54,21161,75,35,409,0,2,2,96314,214896,7150
