Date,State_Name,SL_No,District_Name,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC
10-12-2012,ORISSA,5,BHADRAK,18-09-2001,Nov-12,136849,81632,218481,0,1855,1190,8,0,86268,44397,130665,0,1833,1109,0,75
10-12-2012,ORISSA,6,BOUDH,27-12-2004,Oct-12,71702,20970,92672,3,1033,258,10,0,41360,9583,50943,0,1015,258,9,1
10-12-2012,ORISSA,7,CUTTACK,01-05-2002,Nov-12,178679,186195,364874,50,2426,42,10,0,124053,102940,226993,14,2473,155,0,120
10-12-2012,ORISSA,8,DEBAGARH,27-12-2004,Nov-12,42977,19981,62958,20,620,190,10,0,26819,13355,40174,0,649,221,0,6
10-12-2012,ORISSA,9,DHENKANAL,27-12-2004,Nov-12,125111,65196,190307,32,2065,690,10,0,71482,26923,98405,3,2065,684,30,30
10-12-2012,ORISSA,10,GAJAPATI,24-09-2004,Oct-12,68154,42038,110192,14,1438,630,10,0,34945,9517,44462,0,1293,610,0,35
10-12-2012,ORISSA,11,GANJAM,28-03-2000,Nov-12,270886,180430,451316,20,4235,2505,10,0,174363,103218,277581,11,4203,2445,72,93
10-12-2012,ORISSA,12,JAGATSINGHAPUR,13-02-2003,Nov-12,95623,116710,212333,16,2434,955,10,0,91572,87295,178867,8,2434,955,10,16
10-12-2012,ORISSA,13,JAJAPUR,01-05-2002,Nov-12,162500,191899,354399,50,3414,1355,10,0,87423,114302,201725,0,3414,1355,0,101
10-12-2012,ORISSA,14,JHARSUGUDA,27-12-2004,Nov-12,33172,34757,67929,30,811,433,10,0,23459,13210,36669,2,811,433,0,16
10-12-2012,ORISSA,15,KALAHANDI,24-09-2004,Oct-12,190958,105415,296373,50,2330,676,10,0,95838,62455,158293,0,2330,676,0,50
10-12-2012,ORISSA,16,KANDHAMAL,12-03-2003,Nov-12,112422,43118,155540,0,1812,937,5,0,33263,6039,39302,5,1767,618,21,10
10-12-2012,ORISSA,17,KENDRAPARA,13-02-2003,Nov-12,136153,80039,216192,9,2583,1064,10,0,94142,56909,151051,3,2607,1064,29,0
10-12-2012,ORISSA,18,KENDUJHAR,24-09-2004,Nov-12,219850,43598,263448,50,5428,1590,10,0,80324,16943,97267,0,5184,820,1,8
10-12-2012,ORISSA,19,KHORDHA,18-09-2001,Nov-12,150000,80593,230593,50,2431,150,8,0,103119,31550,134669,1,2431,184,8,0
10-12-2012,ORISSA,20,KORAPUT,13-02-2003,Nov-12,221421,42780,264201,50,2659,1130,10,0,101690,6407,108097,0,2604,1008,0,10
10-12-2012,ORISSA,21,MALKANGIRI,24-09-2004,Oct-12,89117,42591,131708,50,1650,534,10,0,57180,28499,85679,2,1635,522,0,1
10-12-2012,ORISSA,22,MAYURBHANJ,24-09-2004,Nov-12,369475,193293,562768,10,4642,1698,10,0,272816,52300,325116,1,4642,1893,0,60
10-12-2012,ORISSA,23,NABARANGAPUR,24-09-2004,Oct-12,158604,95891,254495,50,1838,378,10,0,62576,30564,93140,0,2191,961,0,0
10-12-2012,ORISSA,24,NAYAGARH,01-05-2002,Oct-12,134750,72562,207312,51,1993,34,8,0,89657,18040,107697,7,1989,552,0,0
10-12-2012,ORISSA,25,NUAPADA,24-09-2004,Nov-12,101492,27298,128790,20,941,585,10,0,47124,13309,60433,6,941,585,10,0
10-12-2012,ORISSA,26,PURI,13-02-2003,Nov-12,160972,70160,231132,50,2250,1130,10,0,102278,28206,130484,28,2145,1136,8,0
10-12-2012,ORISSA,27,RAYAGADA,13-02-2003,Nov-12,134397,77807,212204,25,2931,1001,10,0,69107,3954,73061,0,2023,473,15,0
10-12-2012,ORISSA,28,SAMBALPUR,27-12-2004,Nov-12,88701,59914,148615,0,2217,480,10,0,53535,21089,74624,0,2217,480,0,0
10-12-2012,ORISSA,29,SONEPUR,24-09-2004,Nov-12,80396,26722,107118,0,1563,214,10,0,51175,13394,64569,0,1587,214,5,0
10-12-2012,ORISSA,30,SUNDARGARH,28-03-2000,Nov-12,183809,107961,291770,18,2444,1391,10,0,139861,28523,168384,3,2821,1496,0,6
10-12-2012,ORISSA,30,Total,,,4485050,2571598,7056648,818,70663,25160,289,0,2767072,1175358,3942430,118,70136,24854,293,729
10-12-2012,PUDUCHERRY,1,PONDICHERRY,18-09-2001,Aug-10,18000,0,18000,0,26,16,3,0,2268,0,2268,30,0,16,2,0
10-12-2012,PUDUCHERRY,1,Total,,,18000,0,18000,0,26,16,3,0,2268,0,2268,30,0,16,2,0
10-12-2012,PUNJAB,1,AMRITSAR,02-05-2003,Oct-12,90089,66983,157072,0,599,378,0,0,2250,83680,85930,1,650,50,0,0
10-12-2012,PUNJAB,2,BARNALA,04-08-2010,Oct-12,12137,12000,24137,35,54,123,0,0,12510,12450,24960,3,58,100,0,0
10-12-2012,PUNJAB,3,BATHINDA,10-01-2001,Oct-12,40000,11602,51602,14,442,0,7,0,12220,14565,26785,9,422,652,7,0
10-12-2012,PUNJAB,4,FARIDKOT,02-05-2003,Oct-12,6000,0,6000,0,410,0,1,0,1382,1168,2550,0,368,117,0,0
10-12-2012,PUNJAB,5,FATEHGARH SAHIB,02-05-2003,Oct-12,2485,16192,18677,0,363,0,2,0,2560,10895,13455,0,363,402,2,0
10-12-2012,PUNJAB,6,FEROZEPUR,15-07-2005,Oct-12,50655,75000,125655,0,326,604,10,0,12575,10690,23265,0,326,150,2,0
10-12-2012,PUNJAB,7,GURDASPUR,02-05-2003,Oct-12,40780,73530,114310,0,600,0,4,0,8190,4895,13085,0,110,56,3,0
10-12-2012,PUNJAB,8,HOSHIARPUR,02-05-2003,Oct-12,11112,0,11112,0,839,0,5,0,18850,209150,228000,0,1730,0,1,0
10-12-2012,PUNJAB,9,JALANDHAR,02-05-2003,Oct-12,19885,2708,22593,0,1200,0,5,0,18865,35252,54117,0,1200,256,2,0
10-12-2012,PUNJAB,10,KAPURTHALA,02-05-2003,Oct-12,12617,2229,14846,0,500,0,2,0,8595,7040,15635,0,627,145,1,0
10-12-2012,PUNJAB,11,LUDHIANA,07-07-2004,Oct-12,45422,8956,54378,50,156,311,10,0,46760,7160,53920,8,146,62,3,0
10-12-2012,PUNJAB,12,MANSA,15-07-2005,Oct-12,25000,44004,69004,75,240,391,10,0,22780,47180,69960,5,240,625,3,0
10-12-2012,PUNJAB,13,MOGA,18-09-2001,Oct-12,37170,0,37170,10,210,0,5,0,1995,2020,4015,6,333,353,2,0
10-12-2012,PUNJAB,14,MUKTSAR,22-03-2001,Oct-12,33148,0,33148,200,193,0,5,0,17645,6260,23905,45,195,0,2,0
10-12-2012,PUNJAB,15,NAWANSHAHR,02-05-2003,Oct-12,7273,35894,43167,0,330,0,2,0,11435,15760,27195,0,330,160,2,0
10-12-2012,PUNJAB,16,PATIALA,01-05-2002,Oct-12,60513,76029,136542,2,0,417,0,0,10165,14242,24407,7,0,417,0,0
10-12-2012,PUNJAB,17,RUPNAGAR,02-05-2003,Oct-12,28278,20872,49150,0,52,228,9,0,4015,28280,32295,0,72,522,2,0
10-12-2012,PUNJAB,18,S.A.S NAGAR,04-08-2010,Oct-12,4008,16674,20682,0,504,0,4,0,3950,6145,10095,0,104,303,2,0
10-12-2012,PUNJAB,19,SANGRUR,01-05-2002,Oct-12,19920,26006,45926,25,306,372,0,0,11795,22290,34085,16,358,90,0,0
10-12-2012,PUNJAB,20,TARN TARAN,04-08-2010,Oct-12,76706,55691,132397,0,140,450,0,0,14712,31275,45987,0,499,265,0,0
10-12-2012,PUNJAB,20,Total,,,623198,544370,1167568,411,7464,3274,81,0,243249,570397,813646,100,8131,4725,34,0
10-12-2012,RAJASTHAN,1,AJMER,01-05-2002,Nov-12,27392,184378,211770,50,2050,1157,10,0,24328,85602,109930,1,2654,880,7,3
10-12-2012,RAJASTHAN,2,ALWAR,28-03-2000,Nov-12,55920,284634,340554,50,3156,1610,10,0,41182,280086,321268,0,2498,199,13,13
10-12-2012,RAJASTHAN,3,BANSWARA,11-03-2005,Nov-12,169828,79429,249257,40,4092,1619,8,0,38536,44140,82676,1,3740,1030,0,0
10-12-2012,RAJASTHAN,4,BARAN,15-07-2005,Nov-12,45648,113170,158818,50,1269,1013,10,0,12484,78198,90682,26,1044,395,6,0
10-12-2012,RAJASTHAN,5,BARMER,03-03-2000,Nov-12,112891,171707,284598,60,4394,1980,10,0,75007,77796,152803,20,3080,568,8,8
10-12-2012,RAJASTHAN,6,BHARATPUR,27-12-2004,Nov-12,45606,199450,245056,50,794,586,10,0,6622,47887,54509,6,552,188,18,0
10-12-2012,RAJASTHAN,7,BHILWARA,17-05-2005,Nov-12,104663,174671,279334,50,4500,1519,10,0,62771,135832,198603,5,3564,394,32,0
10-12-2012,RAJASTHAN,8,BIKANER,24-09-2004,Nov-12,63295,120000,183295,85,2764,917,10,0,40523,73842,114365,66,2622,351,10,0
10-12-2012,RAJASTHAN,9,BUNDI,01-05-2002,Nov-12,41413,125545,166958,20,1898,296,10,0,27874,77495,105369,19,1898,138,5,0
10-12-2012,RAJASTHAN,10,CHITTORGARH,11-03-2005,Nov-12,56149,189366,245515,50,2800,1071,14,0,33500,127650,161150,48,2520,520,14,4
10-12-2012,RAJASTHAN,11,CHURU,17-05-2005,Nov-12,40000,101217,141217,42,1312,950,10,0,33676,91679,125355,11,1274,442,6,0
10-12-2012,RAJASTHAN,12,DAUSA,17-05-2005,Nov-12,43276,214288,257564,50,2073,954,10,0,12685,124079,136764,0,1671,155,9,0
10-12-2012,RAJASTHAN,13,DHOLPUR,11-03-2005,Nov-12,29882,100462,130344,50,1002,384,10,0,8296,65840,74136,0,750,390,4,0
10-12-2012,RAJASTHAN,14,DUNGARPUR,11-03-2005,Nov-12,130459,37264,167723,50,3768,1481,10,0,107872,41000,148872,14,3383,1227,9,0
10-12-2012,RAJASTHAN,15,GANGANAGAR,17-05-2005,Aug-12,31756,134637,166393,20,3600,858,10,0,31446,112374,143820,6,3555,811,1,0
10-12-2012,RAJASTHAN,16,HANUMANGARH,17-05-2005,Nov-12,31621,35602,67223,50,1246,227,10,0,31312,35603,66915,11,1042,95,6,0
10-12-2012,RAJASTHAN,17,JAIPUR,28-03-2000,Aug-12,60791,315869,376660,50,7043,1108,10,0,20168,209950,230118,1,4077,452,16,1
10-12-2012,RAJASTHAN,18,JAISALMER,27-12-2004,Nov-12,17497,61888,79385,56,2674,484,10,0,15387,37808,53195,50,1855,396,12,0
10-12-2012,RAJASTHAN,19,JALOR,15-07-2005,Nov-12,67713,133481,201194,50,3011,960,10,0,14068,75667,89735,0,2506,68,14,0
10-12-2012,RAJASTHAN,20,JHALAWAR,22-03-2001,Sep-12,55229,143234,198463,50,2452,1179,12,0,17874,28626,46500,24,2045,783,5,0
10-12-2012,RAJASTHAN,21,JHUNJHUNU,27-12-2004,Nov-12,21440,177396,198836,50,1755,902,10,0,7214,181633,188847,29,1188,342,0,0
10-12-2012,RAJASTHAN,22,JODHPUR,11-03-2005,Nov-12,70837,248282,319119,50,4996,906,10,0,45544,204467,250011,34,2650,750,0,0
10-12-2012,RAJASTHAN,23,KARAULI,17-05-2005,Nov-12,68530,148819,217349,56,3969,672,10,0,43703,50804,94507,38,2529,511,5,0
10-12-2012,RAJASTHAN,24,KOTA,01-05-2002,Nov-12,47767,87135,134902,50,1510,1398,10,0,19684,32685,52369,5,1510,20,5,0
10-12-2012,RAJASTHAN,25,NAGAUR,17-05-2005,Oct-12,41537,256360,297897,50,2793,1855,10,0,40458,242641,283099,14,1962,761,11,0
10-12-2012,RAJASTHAN,26,PALI,17-05-2005,Nov-12,46444,228892,275336,50,1560,753,10,0,32953,174119,207072,11,1366,422,10,0
10-12-2012,RAJASTHAN,27,RAJSAMAND,01-05-2002,Nov-12,69568,121350,190918,35,2401,677,10,0,35686,69516,105202,34,2022,367,2,0
10-12-2012,RAJASTHAN,28,SAWAI MADHOPUR,20-02-2003,Nov-12,38914,137304,176218,50,1021,723,3,0,19640,54507,74147,1,919,306,2,2
10-12-2012,RAJASTHAN,29,SIKAR,03-03-2000,Oct-12,28460,228307,256767,58,2962,659,10,0,23748,212107,235855,11,2813,123,0,0
10-12-2012,RAJASTHAN,30,SIROHI,17-05-2005,Nov-12,36060,79445,115505,50,1137,391,10,0,24297,56571,80868,10,1117,253,10,5
10-12-2012,RAJASTHAN,31,TONK,11-03-2005,Oct-12,41916,182977,224893,50,1812,724,10,0,14548,32089,46637,18,1415,274,0,10
10-12-2012,RAJASTHAN,32,UDAIPUR,11-03-2005,Nov-12,218401,206871,425272,22,3848,2256,10,0,109936,148621,258557,15,3591,963,0,0
10-12-2012,RAJASTHAN,32,Total,,,1960903,5023430,6984333,1544,85662,32269,317,0,1073022,3310914,4383936,529,69412,14574,240,46
10-12-2012,SIKKIM,1,EAST SIKKIM,18-03-2002,Aug-12,24109,18000,42109,225,464,36,7,0,26852,18000,44852,271,464,87,0,0
10-12-2012,SIKKIM,2,NORTH SIKKIM,18-03-2002,Aug-12,4978,1031,6009,135,272,63,3,0,5461,1035,6496,147,272,88,0,0
10-12-2012,SIKKIM,3,SOUTH SIKKIM,25-11-1999,Aug-12,8970,7681,16651,205,438,82,1,0,12446,7929,20375,279,439,82,0,0
10-12-2012,SIKKIM,4,WEST SIKKIM,25-11-1999,Aug-12,13245,9000,22245,224,430,159,1,0,13345,9532,22877,216,431,159,0,0
10-12-2012,SIKKIM,4,Total,,,51302,35712,87014,789,1604,340,12,0,58104,36496,94600,913,1606,416,0,0
10-12-2012,TAMIL NADU,1,COIMBATORE,25-11-1999,Nov-12,190006,163561,353567,10,1026,812,14,0,173656,164248,337904,10,1010,802,4,0
10-12-2012,TAMIL NADU,2,CUDDALORE,25-11-1999,Nov-12,242992,104369,347361,69,2635,1486,10,0,235171,102595,337766,23,2619,1486,10,13
10-12-2012,TAMIL NADU,3,DHARMAPURI,29-01-2002,Nov-12,152872,60203,213075,0,2507,715,4,0,152921,62320,215241,0,2359,715,1,0
10-12-2012,TAMIL NADU,4,DINDIGUL,20-02-2003,Oct-12,131516,319776,451292,20,1368,1374,10,0,112108,229927,342035,20,1267,1226,10,0
10-12-2012,TAMIL NADU,5,ERODE,02-03-2001,Nov-12,165306,110521,275827,63,2798,752,10,0,165306,144602,309908,63,2450,714,10,0
10-12-2012,TAMIL NADU,6,KANCHIPURAM,26-06-2002,Oct-12,147350,240767,388117,58,1955,1497,10,0,154080,153680,307760,31,1670,1236,8,7
10-12-2012,TAMIL NADU,7,KANYAKUMARI(NAGERCOIL),22-03-2001,Oct-12,76233,10568,86801,43,557,367,5,0,83082,7225,90307,21,427,357,2,0
10-12-2012,TAMIL NADU,8,KARUR,26-06-2002,Nov-12,105280,72598,177878,108,932,418,10,0,105280,54519,159799,98,658,419,10,6
10-12-2012,TAMIL NADU,9,KRISHNAGIRI,27-12-2004,Oct-12,204772,85863,290635,40,2774,924,6,0,144036,71306,215342,337,2559,866,6,0
10-12-2012,TAMIL NADU,10,MADURAI,29-01-2002,Oct-12,153151,224536,377687,0,1845,881,10,0,122175,111326,233501,444,1333,831,7,0
10-12-2012,TAMIL NADU,11,NAGAPATTINAM,02-05-2003,Oct-12,131000,140933,271933,50,1934,646,10,0,103643,85838,189481,1,1183,646,6,6
10-12-2012,TAMIL NADU,12,NAMAKKAL,20-02-2003,Oct-12,117538,113278,230816,50,1027,673,4,0,117538,72042,189580,50,1027,673,4,0
10-12-2012,TAMIL NADU,13,NILGIRIS(UDHAGAMANDALAM),02-05-2003,Nov-12,43000,51545,94545,75,839,271,4,0,34393,22403,56796,59,839,270,1,0
10-12-2012,TAMIL NADU,14,PERAMBALUR,03-03-2000,Oct-12,181496,94081,275577,49,1256,1185,10,0,170209,50692,220901,59,1146,744,11,4
10-12-2012,TAMIL NADU,15,PUDUKKOTTAI,26-06-2002,Oct-12,176710,77100,253810,50,3826,1306,10,0,198097,64327,262424,50,3548,1306,0,10
10-12-2012,TAMIL NADU,16,RAMANATHAPURAM,26-06-2002,Oct-12,105000,109870,214870,52,1460,821,10,0,156708,58018,214726,6,1325,821,5,0
10-12-2012,TAMIL NADU,17,SALEM,20-02-2003,Nov-12,232463,233736,466199,128,2108,1253,10,0,188832,126213,315045,32,1984,1050,4,1
10-12-2012,TAMIL NADU,18,SIVAGANGA,20-02-2003,Oct-12,125730,130058,255788,10,851,601,6,0,118232,52256,170488,12,851,601,9,0
10-12-2012,TAMIL NADU,19,THANJAVUR,20-02-2003,Oct-12,177761,196183,373944,25,4540,1022,10,0,121000,114012,235012,25,2565,846,2,0
10-12-2012,TAMIL NADU,20,THENI,26-06-2002,Aug-12,73362,71577,144939,35,440,552,7,0,68766,55735,124501,34,390,525,5,0
10-12-2012,TAMIL NADU,21,THOOTHUKUDI,20-02-2003,Nov-12,91637,253636,345273,54,260,718,4,0,82445,119500,201945,5,255,695,15,2
10-12-2012,TAMIL NADU,22,TIRUCHIRAPPALLI,29-01-2002,Nov-12,77747,166886,244633,5,929,1027,10,0,77747,124832,202579,5,716,859,10,0
10-12-2012,TAMIL NADU,23,TIRUNELVELI,26-06-2002,Oct-12,125763,155744,281507,19,557,907,10,0,133739,106539,240278,19,557,842,10,5
10-12-2012,TAMIL NADU,24,TIRUVALLUR,02-05-2003,Nov-12,194625,58084,252709,35,1418,1312,10,0,139326,80448,219774,29,1418,1201,8,0
10-12-2012,TAMIL NADU,25,TIRUVANNAMALAI,02-05-2003,Nov-12,209116,356665,565781,70,3635,1263,10,0,209116,289338,498454,43,3598,1263,4,0
10-12-2012,TAMIL NADU,26,TIRUVARUR,02-05-2003,Aug-12,80920,53866,134786,50,1698,519,5,0,87918,21608,109526,8,1251,519,1,1
10-12-2012,TAMIL NADU,27,VELLORE,03-03-2000,Nov-12,207635,283872,491507,26,3451,1667,10,0,197909,253384,451293,26,2955,1440,10,0
10-12-2012,TAMIL NADU,28,VILLUPURAM,02-05-2003,Oct-12,326185,211877,538062,60,3021,2185,10,0,238236,89241,327477,51,2969,2182,12,10
10-12-2012,TAMIL NADU,29,VIRUDHUNAGAR,22-03-2001,Oct-12,174967,93202,268169,184,2031,816,10,0,152750,126105,278855,165,1727,816,10,0
10-12-2012,TAMIL NADU,29,Total,,,4422133,4244955,8667088,1438,53678,27970,249,0,4044419,3014279,7058698,1726,46656,25951,195,65
10-12-2012,TRIPURA,1,DHALAI,29-01-2002,Nov-12,53507,28305,81812,95,648,944,5,0,53507,27905,81412,110,1104,1261,84,6
10-12-2012,TRIPURA,2,NORTH TRIPURA,18-09-2001,Nov-12,78389,33744,112133,80,1150,1161,10,0,73704,31008,104712,76,1132,1136,48,44
10-12-2012,TRIPURA,3,SOUTH TRIPURA,18-09-2001,Nov-12,139456,55849,195305,38,1352,1858,10,0,139129,55849,194978,50,1343,2198,11,323
10-12-2012,TRIPURA,4,WEST TRIPURA,10-01-2001,Nov-12,183405,51119,234524,13,3683,2061,10,0,182358,42094,224452,13,2940,2061,0,59
10-12-2012,TRIPURA,4,Total,,,454757,169017,623774,226,6833,6024,35,0,448698,156856,605554,249,6519,6656,143,432
10-12-2012,UTTAR PRADESH,1,AGRA,30-08-2000,Nov-12,54188,278943,333131,5,5274,2856,3,0,54789,241349,296138,5,4439,1774,7,3
10-12-2012,UTTAR PRADESH,2,ALIGARH,25-07-2003,Oct-12,73937,208775,282712,0,4007,1458,10,0,68096,170354,238450,0,3390,1458,3,1
10-12-2012,UTTAR PRADESH,3,ALLAHABAD,29-01-2002,Oct-12,181370,493671,675041,20,5829,2547,10,0,194580,274074,468654,35,6032,2547,9,0
10-12-2012,UTTAR PRADESH,4,AMBEDKAR NAGAR,25-07-2003,Nov-12,132725,138141,270866,18,2146,1350,3,1,132725,135470,268195,18,1710,1350,2,0
10-12-2012,UTTAR PRADESH,5,AURAIYA,25-07-2003,Nov-12,127279,133364,260643,50,1277,817,2,1,99545,112343,211888,50,2240,817,1,1
10-12-2012,UTTAR PRADESH,6,AZAMGARH,02-03-2001,Nov-12,188141,466925,655066,87,4888,4104,10,0,160297,246134,406431,87,4888,2744,6,0
10-12-2012,UTTAR PRADESH,7,BAGPAT,25-07-2003,Nov-12,31467,77930,109397,12,1166,954,1,1,26774,69311,96085,12,1166,954,1,0
10-12-2012,UTTAR PRADESH,8,BAHRAICH,29-01-2002,Nov-12,284073,174857,458930,10,6100,1802,10,0,226430,165679,392109,10,5101,1802,1,0
10-12-2012,UTTAR PRADESH,9,BALLIA,10-01-2001,Nov-12,172179,136937,309116,115,4636,1888,10,0,167490,124522,292012,120,4636,1888,4,4
10-12-2012,UTTAR PRADESH,10,BALRAMPUR,20-02-2003,Nov-12,65273,138410,203683,18,2948,1215,3,0,65273,84145,149418,18,2948,1215,3,1
10-12-2012,UTTAR PRADESH,11,BANDA,20-02-2003,Nov-12,120620,78999,199619,10,4149,948,3,0,111139,59016,170155,10,3748,948,3,0
10-12-2012,UTTAR PRADESH,12,BARABANKI,29-01-2002,Nov-12,199542,377972,577514,26,5100,1798,10,0,199542,300190,499732,26,5100,1798,3,0
10-12-2012,UTTAR PRADESH,13,BAREILLY,20-02-2003,Nov-12,110000,227284,337284,15,4142,1798,5,0,110000,204725,314725,15,4142,1619,5,1
10-12-2012,UTTAR PRADESH,14,BASTI,29-01-2002,Nov-12,160480,120653,281133,40,3695,2223,10,0,129189,82871,212060,26,3695,2036,1,0
10-12-2012,UTTAR PRADESH,15,BIJNOR,02-03-2001,Nov-12,110403,222569,332972,75,5271,1399,10,0,110403,180548,290951,75,4292,1399,7,0
10-12-2012,UTTAR PRADESH,16,BUDAUN,29-01-2002,Nov-12,107603,204479,312082,155,4680,1615,0,0,107603,121216,228819,155,4680,1615,3,1
10-12-2012,UTTAR PRADESH,17,BULANDSHAHR,29-01-2002,Nov-12,28885,283408,312293,8,4868,2041,8,0,31947,223416,255363,8,4308,2041,1,0
10-12-2012,UTTAR PRADESH,18,CHANDAULI,03-03-2000,Nov-12,92022,108852,200874,25,2287,1102,10,0,96318,86107,182425,25,2287,1102,10,0
10-12-2012,UTTAR PRADESH,19,CHITRAKOOT,29-01-2002,Nov-12,38082,102505,140587,0,1920,479,5,0,42652,63535,106187,0,1920,479,1,0
10-12-2012,UTTAR PRADESH,20,DEORIA,10-01-2001,Nov-12,181225,198893,380118,39,4696,1461,10,0,171213,166772,337985,31,4696,1461,2,0
10-12-2012,UTTAR PRADESH,21,ETAH,25-07-2003,Nov-12,62001,143740,205741,30,3455,1347,7,1,69139,110314,179453,30,5220,1796,2,0
10-12-2012,UTTAR PRADESH,22,ETAWAH,25-07-2003,Nov-12,94097,223387,317484,44,2925,1223,3,1,94097,154616,248713,44,2925,1223,4,0
10-12-2012,UTTAR PRADESH,23,FAIZABAD,25-07-2003,Nov-12,103376,105998,209374,10,2085,1140,10,0,101218,94283,195501,10,2085,1140,8,0
10-12-2012,UTTAR PRADESH,24,FARRUKHABAD,25-07-2003,Nov-12,120471,54314,174785,35,3143,1227,2,1,120471,54314,174785,35,3143,1227,3,0
10-12-2012,UTTAR PRADESH,25,FATEHPUR,20-02-2003,Oct-12,104414,202040,306454,15,3938,1548,5,0,99961,135418,235379,15,3938,1548,5,0
10-12-2012,UTTAR PRADESH,26,FIROZABAD,25-07-2003,Nov-12,19843,228195,248038,10,3232,963,3,1,19843,161758,181601,10,3232,963,0,0
10-12-2012,UTTAR PRADESH,27,GAUTAM BUDDHA NAGAR,25-07-2003,Nov-12,14574,58357,72931,15,1414,716,1,1,14302,52660,66962,15,1582,716,0,0
10-12-2012,UTTAR PRADESH,28,GHAZIABAD,12-03-2003,Nov-12,10810,85267,96077,5,3602,1075,5,0,10810,83365,94175,5,1946,1075,2,0
10-12-2012,UTTAR PRADESH,29,GHAZIPUR,29-01-2001,Nov-12,184061,288972,473033,100,3878,1517,10,0,181856,151965,333821,100,3878,1517,10,2
10-12-2012,UTTAR PRADESH,30,GONDA,25-07-2003,Nov-12,136500,198080,334580,16,4298,2031,6,2,117865,140587,258452,16,4298,1574,4,2
10-12-2012,UTTAR PRADESH,31,GORAKHPUR,18-03-2002,Nov-12,211033,280101,491134,121,6036,1823,10,0,211010,202482,413492,121,4877,1823,3,0
10-12-2012,UTTAR PRADESH,32,HAMIRPUR,20-02-2003,Nov-12,101382,75310,176692,0,1950,707,4,0,84606,50767,135373,0,1950,707,4,0
10-12-2012,UTTAR PRADESH,33,HARDOI,20-02-2003,Nov-12,199989,231215,431204,5,8478,1978,10,0,199989,212685,412674,5,5627,1978,10,5
10-12-2012,UTTAR PRADESH,34,JALAUN,29-01-2002,Nov-12,101928,71232,173160,20,2686,873,12,0,90461,56741,147202,20,2700,873,6,0
10-12-2012,UTTAR PRADESH,35,JAUNPUR,10-01-2001,Nov-12,250000,444693,694693,138,7179,3897,10,0,250000,334902,584902,138,5575,3897,8,8
10-12-2012,UTTAR PRADESH,36,JHANSI,25-07-2003,Nov-12,58826,78506,137332,20,2808,912,6,0,58829,53238,112067,20,2808,912,6,3
10-12-2012,UTTAR PRADESH,37,JYOTIBA PHULE NAGAR,25-07-2003,Nov-12,48008,113276,161284,0,2389,1032,0,0,48008,102433,150441,0,2290,1032,2,1
10-12-2012,UTTAR PRADESH,38,KANNAUJ,25-07-2003,Nov-12,101497,280737,382234,46,2388,1440,6,1,101497,201515,303012,46,2373,1440,2,1
10-12-2012,UTTAR PRADESH,39,KANPUR DEHAT,29-01-2002,Nov-12,126650,117438,244088,60,3536,1149,10,0,121150,86598,207748,60,3536,1149,5,5
10-12-2012,UTTAR PRADESH,40,KANPUR NAGAR,29-01-2002,Nov-12,87235,128893,216128,50,3763,1806,10,0,81750,112914,194664,50,3310,1784,5,0
10-12-2012,UTTAR PRADESH,41,KANSHIRAM NAGAR,04-08-2010,Oct-12,49298,91499,140797,14,2777,989,7,0,18037,13001,31038,0,2777,989,0,0
10-12-2012,UTTAR PRADESH,42,KAUSHAMBI,25-07-2003,Nov-12,127875,147350,275225,24,2048,968,3,1,123820,85758,209578,24,2048,785,3,0
10-12-2012,UTTAR PRADESH,43,KUSHINAGAR,20-02-2003,Nov-12,287089,160033,447122,25,5120,2133,3,0,234042,145406,379448,25,4168,2133,1,0
10-12-2012,UTTAR PRADESH,44,LAKHIMPUR KHERI,25-07-2003,Nov-12,73000,124463,197463,20,8355,1930,10,0,93370,124463,217833,20,5144,1930,5,0
10-12-2012,UTTAR PRADESH,45,LALITPUR,29-01-2002,Nov-12,90107,47239,137346,6,2468,568,2,0,89046,38393,127439,6,2468,568,0,0
10-12-2012,UTTAR PRADESH,46,LUCKNOW,03-03-2000,Nov-12,113188,137908,251096,25,2510,1591,10,0,113188,112396,225584,25,3121,1273,10,10
10-12-2012,UTTAR PRADESH,47,MAHAMAYA NAGAR(HATHRAS),25-07-2003,Nov-12,25153,129568,154721,10,2423,1130,3,1,25153,114597,139750,10,2146,1130,1,0
10-12-2012,UTTAR PRADESH,48,MAHARAJGANJ,25-07-2003,Nov-12,145090,111256,256346,55,2956,1461,5,1,144753,90142,234895,55,2956,1461,4,0
10-12-2012,UTTAR PRADESH,49,MAHOBA,25-07-2003,Nov-12,53117,70666,123783,0,2153,464,1,1,53117,63312,116429,0,1756,464,2,0
10-12-2012,UTTAR PRADESH,50,MAINPURI,25-07-2003,Nov-12,84258,121244,205502,10,3334,1309,3,1,77070,95978,173048,10,3334,1309,4,0
10-12-2012,UTTAR PRADESH,51,MATHURA,25-07-2003,Nov-12,25005,182330,207335,10,3228,1475,3,1,24998,129553,154551,10,2936,979,1,0
